Name,5H..9A.3
Date,1/1/1980
Time,00:43am
Irradiance total,8.97E-03
Irradiance UVA,4.30E-03
Irradiance UVB,1.15E-03
Irradiance UVC,3.32E-03
Irradiance @253.7nm,1.85E-04
Irradiance @365nm,7.42E-05
Irradiance WL range,8.97E-03
Spectral Centroid,297.6
,
wavelength [nm],Irradiance[W/(m²*nm)]
,
200,0.00050242
201,0.000790754
202,0.000436012
203,2.3953E-05
204,1.86589E-05
205,1.44106E-05
206,3.24026E-05
207,4.72914E-05
208,0.000352954
209,0.000439645
210,0.000180901
211,8.05146E-05
212,4.54148E-05
213,1.66373E-05
214,1.25894E-05
215,4.26753E-06
216,4.645E-06
217,5.45742E-06
218,4.61136E-06
219,3.9096E-06
220,3.6405E-06
221,3.31358E-06
222,2.98535E-06
223,2.72058E-06
224,2.51041E-06
225,2.32855E-06
226,2.23719E-06
227,2.15341E-06
228,2.07625E-06
229,2.00422E-06
230,1.9369E-06
231,1.84385E-06
232,1.75934E-06
233,1.68222E-06
234,1.61162E-06
235,1.54672E-06
236,1.40261E-06
237,1.28305E-06
238,1.18282E-06
239,1.09699E-06
240,1.02094E-06
241,9.13483E-07
242,8.32174E-07
243,7.60224E-07
244,6.81769E-07
245,6.34982E-07
246,6.58029E-07
247,5.94672E-07
248,3.58424E-07
249,4.86663E-07
250,1.15416E-06
251,4.20241E-07
252,9.70234E-07
253,1.5222E-06
254,1.32598E-05
255,1.2701E-05
256,1.13272E-05
257,9.92439E-06
258,6.01675E-05
259,7.26867E-05
260,2.59637E-05
261,1.27982E-05
262,7.87889E-06
263,3.09497E-06
264,1.59546E-06
265,9.16408E-07
266,2.46628E-07
267,6.37943E-07
268,4.75869E-07
269,2.99128E-07
270,3.54958E-07
271,6.24753E-07
272,4.05915E-07
273,3.86467E-07
274,3.68723E-07
275,4.31594E-06
276,5.74142E-06
277,2.08716E-06
278,4.58518E-07
279,3.17288E-06
280,8.31235E-07
281,4.43039E-06
282,7.82459E-06
283,3.70431E-05
284,4.80583E-05
285,3.27486E-05
286,1.41117E-05
287,2.65564E-06
288,1.32663E-06
289,9.55477E-07
290,5.84985E-07
291,2.93761E-07
292,1.04509E-07
293,1.86015E-07
294,2.17176E-07
295,1.95826E-07
296,2.0891E-07
297,1.86149E-07
298,9.16828E-08
299,2.02606E-07
300,5.10069E-07
301,2.47478E-07
302,7.53432E-07
303,1.23108E-06
304,8.57788E-06
305,1.86275E-05
306,3.11746E-05
307,4.89288E-05
308,6.76388E-05
309,7.51201E-05
310,7.40037E-05
311,8.02115E-05
312,0.000102551
313,0.000140596
314,0.000172867
315,0.000170112
316,0.00013924
317,0.000103496
318,7.1775E-05
319,4.69888E-05
320,3.05004E-05
321,2.20104E-05
322,1.53083E-05
323,6.20084E-06
324,3.06116E-06
325,1.73232E-06
326,4.40613E-07
327,1.42237E-06
328,2.35617E-06
329,3.22477E-06
330,2.63646E-06
331,1.13396E-05
332,5.44027E-05
333,0.000128888
334,0.000203245
335,0.000248424
336,0.000243695
337,0.00020025
338,0.00015272
339,0.000106859
340,5.54709E-05
341,1.32712E-05
342,6.69648E-06
343,3.87492E-06
344,1.00062E-06
345,5.51731E-08
346,9.4621E-08
347,1.33996E-07
348,2.54979E-06
349,1.53793E-05
350,3.80043E-05
351,4.874E-05
352,4.48191E-05
353,6.04379E-05
354,0.000104009
355,0.000143623
356,0.000157619
357,0.000141588
358,0.000104097
359,6.41764E-05
360,3.24419E-05
361,1.25066E-05
362,2.98135E-06
363,1.47067E-06
364,2.57813E-06
365,3.65664E-06
366,6.03109E-06
367,2.86631E-06
368,8.35718E-08
369,3.01383E-06
370,6.56159E-06
371,7.84094E-06
372,1.54122E-05
373,3.11782E-05
374,3.96127E-05
375,3.675E-05
376,4.06785E-05
377,5.63961E-05
378,6.85717E-05
379,7.01693E-05
380,6.41859E-05
381,5.26467E-05
382,3.55695E-05
383,1.83841E-05
384,9.25227E-06
385,8.67261E-06
386,1.3903E-05
387,3.05153E-05
388,6.42347E-05
389,9.7844E-05
390,0.000110319
391,0.000102593
392,8.1279E-05
393,5.81334E-05
394,4.20047E-05
395,3.01404E-05
396,1.98292E-05
397,1.2543E-05
398,9.46931E-06
399,9.24072E-06
400,1.01099E-05
401,1.02368E-05
402,9.69153E-06
403,1.07284E-05
404,1.27025E-05
405,1.21377E-05
406,8.58841E-06
407,4.12158E-06
408,5.89607E-07
409,2.96497E-07
410,4.03497E-07
411,5.11338E-07
412,6.25619E-07
413,3.15785E-07
414,6.19047E-08
415,2.1434E-07
416,5.4302E-09
417,2.74877E-07
418,5.47015E-07
419,4.61417E-06
420,6.22497E-06
421,2.83514E-06
422,1.4214E-06
423,1.63385E-06
424,1.84746E-06
425,1.02329E-05
426,2.66509E-05
427,4.42842E-05
428,4.72966E-05
429,3.56146E-05
430,2.19219E-05
431,1.17541E-05
432,5.6209E-06
433,2.83939E-06
434,2.14547E-06
435,1.99619E-06
436,1.09157E-06
437,7.34589E-08
438,7.40594E-08
439,7.46546E-08
440,1.10593E-07
441,5.74382E-08
442,5.23563E-08
443,6.35638E-08
444,6.03736E-08
445,6.58037E-08
446,7.58973E-08
447,3.70092E-08
448,5.77248E-09
449,1.66581E-07
450,2.44483E-07
451,1.21171E-07
452,1.18227E-06
453,2.2251E-06
454,5.47244E-06
455,4.26775E-06
456,5.79087E-07
457,2.86579E-07
458,2.65234E-07
459,2.44318E-07
460,5.86858E-08
461,7.15731E-09
462,5.46128E-08
463,5.74059E-08
464,5.37656E-08
465,7.42149E-08
466,3.19432E-08
467,9.31535E-08
468,1.53457E-07
469,3.91683E-07
470,1.94412E-07
471,1.33933E-06
472,2.47002E-06
473,8.92736E-06
474,1.0679E-05
