Name,5H..5A.3
451,4.67735E-06
452,1.30139E-05
453,1.1048E-05
454,1.99426E-06
455,9.88689E-07
456,9.80326E-07
457,9.72135E-07
458,1.10691E-06
459,1.03558E-06
460,1.07198E-06
461,1.20949E-06
462,1.03203E-06
463,4.28897E-07
464,6.50328E-07
465,2.11562E-06
466,2.37463E-06
467,7.30683E-07
468,1.02569E-06
469,3.57175E-06
470,2.1197E-06
471,5.8417E-06
472,9.51744E-06
473,2.71902E-05
474,2.56115E-05
475,6.79297E-06
476,3.37803E-06
477,2.1735E-06
478,9.8191E-07
479,2.32591E-07
480,1.24858E-07
481,1.83453E-08
482,1.08025E-07
483,4.87761E-08
484,4.26963E-08
485,4.5541E-08
486,1.57358E-09
487,6.66789E-08
488,2.35719E-07
489,1.18187E-07
490,4.61719E-07
491,8.10543E-07
492,4.28569E-06
493,4.86259E-06
494,1.55702E-06
495,1.25811E-06
496,9.53955E-07
497,1.46838E-06
498,4.3393E-07
499,2.18352E-07
500,1.09878E-07
