Name,5H..9A.1
Date,1/1/1980
Time,00:28am
Irradiance total,1.12E-02
Irradiance UVA,5.74E-03
Irradiance UVB,1.25E-03
Irradiance UVC,4.01E-03
Irradiance @253.7nm,1.70E-04
Irradiance @365nm,1.15E-04
Irradiance WL range,1.12E-02
Spectral Centroid,299.5
,
wavelength [nm],Irradiance[W/(m²*nm)]
,
200,8.86546E-05
201,0.00039392
202,0.000613483
203,0.00099685
204,0.000533561
205,0.000240429
206,0.000121282
207,2.26863E-05
208,2.98995E-05
209,8.19258E-06
210,6.82178E-06
211,1.02311E-05
212,9.14634E-06
213,7.46025E-06
214,6.90735E-06
215,6.56974E-06
216,5.66965E-06
217,4.9367E-06
218,4.41503E-06
219,4.09417E-06
220,3.73379E-06
221,3.04082E-06
222,2.83006E-06
223,3.5674E-06
224,2.81226E-06
225,2.30208E-06
226,1.9201E-06
227,1.518E-05
228,2.05325E-05
229,7.05572E-06
230,3.14633E-06
231,1.98255E-05
232,1.17305E-05
233,2.0873E-05
234,2.92477E-05
235,0.000149056
236,0.000156144
237,4.91115E-05
238,2.26286E-05
239,1.34091E-05
240,5.44038E-06
241,2.68967E-06
242,1.21723E-06
243,2.47283E-06
244,3.52816E-06
245,6.31192E-06
246,4.59491E-06
247,9.44346E-07
248,6.61914E-07
249,4.07638E-07
250,2.48037E-06
251,2.87819E-07
252,1.81871E-06
253,3.3551E-06
254,3.87105E-05
255,5.31811E-05
256,2.42455E-05
257,3.60131E-06
258,1.76496E-05
259,2.4613E-05
260,8.02326E-06
261,1.85246E-07
262,1.03763E-05
263,1.71304E-05
264,1.5397E-05
265,1.54621E-05
266,1.78907E-05
267,1.79304E-05
268,1.40397E-05
269,7.09382E-06
270,9.37946E-07
271,6.04481E-07
272,3.03022E-07
273,5.0109E-07
274,3.23945E-07
275,5.10124E-07
276,2.15352E-07
277,5.27126E-07
278,8.07744E-07
279,7.85397E-06
280,2.50256E-05
281,4.49747E-05
282,3.91868E-05
283,9.91056E-06
284,1.75005E-06
285,1.93053E-05
286,2.29131E-05
287,6.28194E-06
288,3.13816E-06
289,2.04097E-06
290,9.45737E-07
291,2.25015E-07
292,9.77655E-07
293,7.27504E-07
294,3.59711E-07
295,1.03134E-05
