Name,5H..5A.1
Date,1/1/1980
Time,00:58am
Irradiance total,1.11E-02
Irradiance UVA,3.01E-03
Irradiance UVB,8.36E-04
Irradiance UVC,6.87E-03
Irradiance @253.7nm,1.04E-04
Irradiance @365nm,4.85E-05
Irradiance WL range,1.11E-02
Spectral Centroid,265
,
wavelength [nm],Irradiance[W/(m²*nm)]
,
200,0.001448422
201,0.002368221
202,0.001318737
203,3.35616E-05
204,2.92066E-05
205,2.5712E-05
206,5.60009E-05
207,8.38674E-06
208,1.37401E-06
209,1.45638E-05
210,1.98546E-05
211,1.21088E-06
212,2.24011E-05
213,3.97745E-05
214,0.000124363
215,0.000111848
216,2.59068E-05
217,7.0616E-06
218,3.7466E-05
219,3.56054E-05
220,8.96707E-06
221,5.40073E-06
222,2.50236E-06
223,2.02157E-06
224,1.99018E-06
225,8.0403E-06
226,2.88319E-06
227,4.24335E-06
228,5.50568E-06
229,0.000106262
230,0.000153551
231,7.2774E-05
232,3.47191E-05
233,2.03316E-05
234,7.15228E-06
235,1.22135E-05
236,5.53828E-06
237,2.60395E-05
238,4.33229E-05
239,0.000136876
240,0.0001221
241,2.67567E-05
242,1.21089E-05
243,7.83427E-06
244,4.24142E-06
245,1.31813E-06
246,8.68193E-07
247,4.68078E-07
248,8.3515E-07
249,5.39914E-07
250,9.26492E-08
251,5.323E-07
252,1.88808E-06
253,9.45735E-07
254,2.59058E-06
255,4.24136E-06
256,3.03354E-05
257,3.87862E-05
258,1.57065E-05
259,7.93801E-06
260,4.52023E-06
261,1.00145E-06
262,2.60153E-06
263,4.15758E-06
264,1.76806E-05
265,3.55845E-05
266,4.34048E-05
267,2.80466E-05
268,4.14574E-06
269,1.9879E-06
270,1.92192E-06
271,1.83672E-06
272,5.05962E-07
273,4.56432E-07
274,4.1124E-07
275,8.47299E-06
276,1.50518E-05
277,1.40805E-05
278,6.09561E-06
279,5.17694E-06
280,4.34173E-06
281,2.54726E-05
282,2.96588E-05
283,1.03352E-05
284,6.02142E-06
285,1.93397E-06
286,1.5959E-05
287,2.68761E-05
288,2.09885E-05
289,4.35592E-06
290,2.17602E-06
291,1.61321E-06
292,1.06319E-06
293,3.30652E-07
294,2.52826E-07
295,1.7671E-07
296,2.88229E-07
297,1.86148E-07
298,1.1392E-08
299,2.21592E-07
300,7.5381E-07
301,3.65738E-07
302,1.19526E-06
303,1.97837E-06
304,1.24385E-05
305,1.9667E-05
306,2.27596E-05
307,3.40447E-05
308,5.10318E-05
309,5.34811E-05
310,4.51524E-05
311,5.18324E-05
312,7.95981E-05
313,0.000116062
314,0.00012501
315,6.81925E-05
316,4.31287E-06
317,1.72562E-05
318,5.81359E-05
319,4.92627E-05
320,1.66423E-05
321,4.14484E-06
322,4.22873E-06
323,2.33291E-06
324,1.15169E-06
325,1.30071E-06
326,1.46036E-06
327,4.37806E-06
328,1.03244E-05
329,1.59087E-05
330,9.57353E-06
331,1.19382E-06
332,2.76475E-05
333,9.09189E-05
334,0.000156931
335,0.000194677
336,0.00018203
337,0.000133994
338,9.10641E-05
339,6.14051E-05
340,3.67488E-05
341,1.95037E-05
342,1.37572E-05
343,1.22E-05
344,5.98372E-06
345,3.02009E-06
346,1.50864E-06
347,7.53621E-07
348,1.54545E-06
349,2.33582E-06
350,1.61158E-05
351,1.77924E-05
352,8.09737E-06
353,2.93426E-05
354,8.60321E-05
355,0.000125828
356,0.000127562
357,0.000110556
358,8.55177E-05
359,5.43604E-05
360,2.45901E-05
361,6.74318E-06
362,5.7177E-07
363,2.82049E-07
364,4.30807E-07
365,5.75678E-07
366,1.45611E-07
367,1.88736E-07
368,2.30112E-07
369,6.3066E-06
370,8.43765E-06
371,2.40772E-06
372,7.81605E-07
373,9.80251E-06
374,1.73735E-05
375,1.91064E-05
376,2.66648E-05
377,4.10437E-05
378,4.73001E-05
379,4.10641E-05
380,2.99941E-05
381,1.92186E-05
382,1.0619E-05
383,4.52251E-06
384,2.7879E-07
385,2.96362E-06
386,5.60223E-06
387,2.75402E-05
388,7.15847E-05
389,0.000113931
390,0.000126812
391,0.000115971
392,9.29124E-05
393,6.31278E-05
394,3.24928E-05
395,1.27714E-05
396,1.01028E-05
397,1.47633E-05
398,1.74361E-05
399,1.37243E-05
400,4.93516E-06
401,1.83174E-07
402,3.66578E-06
403,1.24996E-05
404,2.09189E-05
405,2.12341E-05
406,1.40412E-05
407,6.39072E-06
408,2.13444E-06
409,2.45325E-06
410,4.20087E-06
411,2.90276E-06
412,2.11538E-07
413,1.37601E-07
414,6.291E-08
415,2.1508E-07
416,4.91349E-08
417,7.20428E-08
418,9.51794E-08
419,2.48769E-07
