,explained_variance,explained_variance_ratio
PC1,5335.784803952309,0.95221171315802
PC2,265.0975968794087,0.04730869893621597
PC3,2.687404307649184,0.0004795879057640017
PC4,2.4996405706099485e-29,4.4608002711367666e-33
