obs_wl_nm,ritz_wl_nm,wavelength_nm,aki_s-1,acc,transition_type,spectra_query,element,ion_stage,species,transition,rel_intensity,source
213.88805,213.888046,213.88805,,,,Ar II,Ar,II,Ar II,,,live_nist
214.0747,214.07478,214.0747,,,,Ar II,Ar,II,Ar II,,,live_nist
214.0747,214.075683,214.0747,,,,Ar II,Ar,II,Ar II,,,live_nist
214.1682,214.168168,214.1682,,,,Ar II,Ar,II,Ar II,,,live_nist
214.16835,214.168318,214.16835,,,,Ar II,Ar,II,Ar II,,,live_nist
214.22762,214.227642,214.22762,,,,Ar II,Ar,II,Ar II,,,live_nist
214.3884,214.3886,214.3884,,,,Ar II,Ar,II,Ar II,,,live_nist
214.68255,214.682568,214.68255,,,,Ar II,Ar,II,Ar II,,,live_nist
214.7681,214.768231,214.7681,,,,Ar II,Ar,II,Ar II,,,live_nist
215.05367,215.053649,215.05367,,,,Ar II,Ar,II,Ar II,,,live_nist
215.10518,215.105179,215.10518,,,,Ar II,Ar,II,Ar II,,,live_nist
215.194,215.193403,215.194,,,,Ar II,Ar,II,Ar II,,,live_nist
215.30684,215.306849,215.30684,,,,Ar II,Ar,II,Ar II,,,live_nist
215.39813,215.39814,215.39813,,,,Ar II,Ar,II,Ar II,,,live_nist
215.5588,215.559053,215.5588,,,,Ar II,Ar,II,Ar II,,,live_nist
215.8755,215.875454,215.8755,,,,Ar II,Ar,II,Ar II,,,live_nist
215.88834,215.888321,215.88834,,,,Ar II,Ar,II,Ar II,,,live_nist
215.90494,215.904944,215.90494,,,,Ar II,Ar,II,Ar II,,,live_nist
216.18943,216.189413,216.18943,,,,Ar II,Ar,II,Ar II,,,live_nist
216.22906,216.22903,216.22906,,,,Ar II,Ar,II,Ar II,,,live_nist
216.43506,216.435057,216.43506,,,,Ar II,Ar,II,Ar II,,,live_nist
216.5039,216.50364,216.5039,,,,Ar II,Ar,II,Ar II,,,live_nist
216.57875,216.578674,216.57875,,,,Ar II,Ar,II,Ar II,,,live_nist
216.58188,216.581881,216.58188,,,,Ar II,Ar,II,Ar II,,,live_nist
217.0914,217.091351,217.0914,,,,Ar II,Ar,II,Ar II,,,live_nist
217.1038,217.103482,217.1038,,,,Ar II,Ar,II,Ar II,,,live_nist
217.1314,217.131395,217.1314,,,,Ar II,Ar,II,Ar II,,,live_nist
217.14192,217.141913,217.14192,,,,Ar II,Ar,II,Ar II,,,live_nist
217.2341,217.233979,217.2341,,,,Ar II,Ar,II,Ar II,,,live_nist
217.26353,217.263536,217.26353,,,,Ar II,Ar,II,Ar II,,,live_nist
217.3209,217.32083,217.3209,,,,Ar II,Ar,II,Ar II,,,live_nist
217.374,217.374264,217.374,,,,Ar II,Ar,II,Ar II,,,live_nist
217.419,217.419058,217.419,,,,Ar II,Ar,II,Ar II,,,live_nist
217.45839,217.458391,217.45839,,,,Ar II,Ar,II,Ar II,,,live_nist
217.55048,217.550485,217.55048,,,,Ar II,Ar,II,Ar II,,,live_nist
217.56381,217.563802,217.56381,,,,Ar II,Ar,II,Ar II,,,live_nist
217.59645,217.596446,217.59645,,,,Ar II,Ar,II,Ar II,,,live_nist
217.6387,217.638998,217.6387,,,,Ar II,Ar,II,Ar II,,,live_nist
218.0089,218.00872,218.0089,,,,Ar II,Ar,II,Ar II,,,live_nist
218.02489,218.024918,218.02489,,,,Ar II,Ar,II,Ar II,,,live_nist
218.0789,218.07894,218.0789,,,,Ar II,Ar,II,Ar II,,,live_nist
218.0956,218.094059,218.0956,,,,Ar II,Ar,II,Ar II,,,live_nist
218.12106,218.121044,218.12106,,,,Ar II,Ar,II,Ar II,,,live_nist
218.1383,218.138307,218.1383,,,,Ar II,Ar,II,Ar II,,,live_nist
218.2849,218.284531,218.2849,,,,Ar II,Ar,II,Ar II,,,live_nist
218.54865,218.548627,218.54865,,,,Ar II,Ar,II,Ar II,,,live_nist
218.73153,218.731538,218.73153,,,,Ar II,Ar,II,Ar II,,,live_nist
218.835,218.835638,218.835,,,,Ar II,Ar,II,Ar II,,,live_nist
218.84935,218.849338,218.84935,,,,Ar II,Ar,II,Ar II,,,live_nist
218.895,218.896067,218.895,,,,Ar II,Ar,II,Ar II,,,live_nist
219.0235,219.023457,219.0235,,,,Ar II,Ar,II,Ar II,,,live_nist
219.05107,219.051074,219.05107,,,,Ar II,Ar,II,Ar II,,,live_nist
219.11472,219.114755,219.11472,,,,Ar II,Ar,II,Ar II,,,live_nist
219.1287,219.128691,219.1287,,,,Ar II,Ar,II,Ar II,,,live_nist
219.15789,219.157871,219.15789,,,,Ar II,Ar,II,Ar II,,,live_nist
219.2224,219.222599,219.2224,,,,Ar II,Ar,II,Ar II,,,live_nist
219.49071,219.490693,219.49071,,,,Ar II,Ar,II,Ar II,,,live_nist
219.53546,219.535388,219.53546,,,,Ar II,Ar,II,Ar II,,,live_nist
219.54437,219.544371,219.54437,,,,Ar II,Ar,II,Ar II,,,live_nist
219.6392,219.639283,219.6392,,,,Ar II,Ar,II,Ar II,,,live_nist
219.7072,219.708165,219.7072,,,,Ar II,Ar,II,Ar II,,,live_nist
219.7786,219.778139,219.7786,,,,Ar II,Ar,II,Ar II,,,live_nist
220.12416,220.124175,220.12416,,,,Ar II,Ar,II,Ar II,,,live_nist
220.1573,220.15778,220.1573,,,,Ar II,Ar,II,Ar II,,,live_nist
220.2135,220.213451,220.2135,,,,Ar II,Ar,II,Ar II,,,live_nist
220.46981,220.469797,220.46981,,,,Ar II,Ar,II,Ar II,,,live_nist
220.57332,220.573313,220.57332,,,,Ar II,Ar,II,Ar II,,,live_nist
220.81507,220.815071,220.81507,,,,Ar II,Ar,II,Ar II,,,live_nist
221.03173,221.031707,221.03173,,,,Ar II,Ar,II,Ar II,,,live_nist
221.0883,221.082855,221.0883,,,,Ar II,Ar,II,Ar II,,,live_nist
221.2094,221.2078,221.2094,,,,Ar II,Ar,II,Ar II,,,live_nist
221.2094,221.210161,221.2094,,,,Ar II,Ar,II,Ar II,,,live_nist
221.4147,221.415069,221.4147,,,,Ar II,Ar,II,Ar II,,,live_nist
221.61849,221.618488,221.61849,,,,Ar II,Ar,II,Ar II,,,live_nist
221.8375,221.836904,221.8375,,,,Ar II,Ar,II,Ar II,,,live_nist
221.88032,221.880315,221.88032,,,,Ar II,Ar,II,Ar II,,,live_nist
221.99624,221.996243,221.99624,,,,Ar II,Ar,II,Ar II,,,live_nist
222.03507,222.035079,222.03507,,,,Ar II,Ar,II,Ar II,,,live_nist
222.13518,222.135203,222.13518,,,,Ar II,Ar,II,Ar II,,,live_nist
222.20674,222.206789,222.20674,,,,Ar II,Ar,II,Ar II,,,live_nist
222.2408,222.241574,222.2408,,,,Ar II,Ar,II,Ar II,,,live_nist
222.455,222.455343,222.455,,,,Ar II,Ar,II,Ar II,,,live_nist
222.56602,222.566019,222.56602,,,,Ar II,Ar,II,Ar II,,,live_nist
222.72977,222.729759,222.72977,,,,Ar II,Ar,II,Ar II,,,live_nist
222.9024,222.901814,222.9024,,,,Ar II,Ar,II,Ar II,,,live_nist
222.95322,222.953176,222.95322,,,,Ar II,Ar,II,Ar II,,,live_nist
222.96465,222.964651,222.96465,,,,Ar II,Ar,II,Ar II,,,live_nist
223.03202,223.031968,223.03202,,,,Ar II,Ar,II,Ar II,,,live_nist
223.10253,223.102521,223.10253,,,,Ar II,Ar,II,Ar II,,,live_nist
223.14204,223.142043,223.14204,,,,Ar II,Ar,II,Ar II,,,live_nist
223.34783,223.347848,223.34783,,,,Ar II,Ar,II,Ar II,,,live_nist
223.46724,223.467249,223.46724,,,,Ar II,Ar,II,Ar II,,,live_nist
223.57593,223.575907,223.57593,,,,Ar II,Ar,II,Ar II,,,live_nist
223.59032,223.590339,223.59032,,,,Ar II,Ar,II,Ar II,,,live_nist
223.65255,223.652555,223.65255,,,,Ar II,Ar,II,Ar II,,,live_nist
223.73844,223.738469,223.73844,,,,Ar II,Ar,II,Ar II,,,live_nist
223.77194,223.771952,223.77194,,,,Ar II,Ar,II,Ar II,,,live_nist
223.8028,223.8031,223.8028,,,,Ar II,Ar,II,Ar II,,,live_nist
223.9615,223.961464,223.9615,,,,Ar II,Ar,II,Ar II,,,live_nist
223.99043,223.990463,223.99043,,,,Ar II,Ar,II,Ar II,,,live_nist
224.10267,224.102672,224.10267,,,,Ar II,Ar,II,Ar II,,,live_nist
224.1858,224.1859,224.1858,,,,Ar II,Ar,II,Ar II,,,live_nist
224.36598,224.365983,224.36598,,,,Ar II,Ar,II,Ar II,,,live_nist
224.408,224.408162,224.408,,,,Ar II,Ar,II,Ar II,,,live_nist
224.5116,224.511571,224.5116,,,,Ar II,Ar,II,Ar II,,,live_nist
224.541,224.540575,224.541,,,,Ar II,Ar,II,Ar II,,,live_nist
224.59719,224.597194,224.59719,,,,Ar II,Ar,II,Ar II,,,live_nist
224.93457,224.934574,224.93457,,,,Ar II,Ar,II,Ar II,,,live_nist
224.96584,224.965851,224.96584,,,,Ar II,Ar,II,Ar II,,,live_nist
225.1403,225.1437,225.1403,,,,Ar II,Ar,II,Ar II,,,live_nist
225.22464,225.22463,225.22464,,,,Ar II,Ar,II,Ar II,,,live_nist
225.252,225.252041,225.252,,,,Ar II,Ar,II,Ar II,,,live_nist
225.28294,225.282904,225.28294,,,,Ar II,Ar,II,Ar II,,,live_nist
225.4283,225.42844,225.4283,,,,Ar II,Ar,II,Ar II,,,live_nist
225.5178,225.51751,225.5178,,,,Ar II,Ar,II,Ar II,,,live_nist
225.54063,225.540632,225.54063,,,,Ar II,Ar,II,Ar II,,,live_nist
225.65429,225.654278,225.65429,,,,Ar II,Ar,II,Ar II,,,live_nist
225.79672,225.796703,225.79672,,,,Ar II,Ar,II,Ar II,,,live_nist
225.8342,225.83452,225.8342,,,,Ar II,Ar,II,Ar II,,,live_nist
226.1211,226.121304,226.1211,,,,Ar II,Ar,II,Ar II,,,live_nist
226.2632,226.26266,226.2632,,,,Ar II,Ar,II,Ar II,,,live_nist
226.2877,226.28765,226.2877,,,,Ar II,Ar,II,Ar II,,,live_nist
226.30683,226.306834,226.30683,,,,Ar II,Ar,II,Ar II,,,live_nist
226.4128,226.411715,226.4128,,,,Ar II,Ar,II,Ar II,,,live_nist
226.52222,226.52222,226.52222,,,,Ar II,Ar,II,Ar II,,,live_nist
226.64387,226.643855,226.64387,,,,Ar II,Ar,II,Ar II,,,live_nist
226.69426,226.694291,226.69426,,,,Ar II,Ar,II,Ar II,,,live_nist
226.71115,226.711174,226.71115,,,,Ar II,Ar,II,Ar II,,,live_nist
226.8625,226.8629,226.8625,,,,Ar II,Ar,II,Ar II,,,live_nist
226.9598,226.958401,226.9598,,,,Ar II,Ar,II,Ar II,,,live_nist
227.264,227.263756,227.264,,,,Ar II,Ar,II,Ar II,,,live_nist
227.2765,227.275012,227.2765,,,,Ar II,Ar,II,Ar II,,,live_nist
227.49262,227.492637,227.49262,,,,Ar II,Ar,II,Ar II,,,live_nist
227.5054,227.504792,227.5054,,,,Ar II,Ar,II,Ar II,,,live_nist
227.53612,227.536144,227.53612,,,,Ar II,Ar,II,Ar II,,,live_nist
227.673,227.67213,227.673,,,,Ar II,Ar,II,Ar II,,,live_nist
228.1512,228.150772,228.1512,,,,Ar II,Ar,II,Ar II,,,live_nist
228.26205,228.262053,228.26205,,,,Ar II,Ar,II,Ar II,,,live_nist
228.30582,228.30579,228.30582,,,,Ar II,Ar,II,Ar II,,,live_nist
228.32433,228.32433,228.32433,,,,Ar II,Ar,II,Ar II,,,live_nist
228.37547,228.375424,228.37547,,,,Ar II,Ar,II,Ar II,,,live_nist
228.39938,228.399386,228.39938,,,,Ar II,Ar,II,Ar II,,,live_nist
228.5612,228.560908,228.5612,,,,Ar II,Ar,II,Ar II,,,live_nist
228.57997,228.579979,228.57997,,,,Ar II,Ar,II,Ar II,,,live_nist
228.69248,228.692483,228.69248,,,,Ar II,Ar,II,Ar II,,,live_nist
228.87656,228.87656,228.87656,,,,Ar II,Ar,II,Ar II,,,live_nist
228.909,228.909708,228.909,,,,Ar II,Ar,II,Ar II,,,live_nist
228.93802,228.938007,228.93802,,,,Ar II,Ar,II,Ar II,,,live_nist
228.97683,228.97683,228.97683,,,,Ar II,Ar,II,Ar II,,,live_nist
229.00104,229.001119,229.00104,,,,Ar II,Ar,II,Ar II,,,live_nist
229.04247,229.042477,229.04247,,,,Ar II,Ar,II,Ar II,,,live_nist
229.2132,229.213209,229.2132,,,,Ar II,Ar,II,Ar II,,,live_nist
229.53493,229.534931,229.53493,,,,Ar II,Ar,II,Ar II,,,live_nist
229.6202,229.61935,229.6202,,,,Ar II,Ar,II,Ar II,,,live_nist
229.7645,229.765081,229.7645,,,,Ar II,Ar,II,Ar II,,,live_nist
229.78805,229.788045,229.78805,,,,Ar II,Ar,II,Ar II,,,live_nist
230.01793,230.01792,230.01793,,,,Ar II,Ar,II,Ar II,,,live_nist
230.18256,230.182575,230.18256,,,,Ar II,Ar,II,Ar II,,,live_nist
230.2078,230.20769,230.2078,,,,Ar II,Ar,II,Ar II,,,live_nist
230.2078,230.207809,230.2078,,,,Ar II,Ar,II,Ar II,,,live_nist
230.58594,230.58593,230.58594,,,,Ar II,Ar,II,Ar II,,,live_nist
230.72715,230.727104,230.72715,,,,Ar II,Ar,II,Ar II,,,live_nist
230.7461,230.746074,230.7461,,,,Ar II,Ar,II,Ar II,,,live_nist
230.90973,230.909741,230.90973,,,,Ar II,Ar,II,Ar II,,,live_nist
230.91519,230.915195,230.91519,,,,Ar II,Ar,II,Ar II,,,live_nist
230.986,230.985969,230.986,,,,Ar II,Ar,II,Ar II,,,live_nist
231.37191,231.371923,231.37191,,,,Ar II,Ar,II,Ar II,,,live_nist
231.49707,231.497068,231.49707,,,,Ar II,Ar,II,Ar II,,,live_nist
231.53098,231.530979,231.53098,,,,Ar II,Ar,II,Ar II,,,live_nist
231.62973,231.629726,231.62973,,,,Ar II,Ar,II,Ar II,,,live_nist
231.7746,231.774598,231.7746,14000000.0,C,,Ar II,Ar,II,Ar II,,14000000.0,live_nist
231.854,231.853815,231.854,,,,Ar II,Ar,II,Ar II,,,live_nist
232.2081,232.208309,232.2081,,,,Ar II,Ar,II,Ar II,,,live_nist
232.4427,232.442679,232.4427,,,,Ar II,Ar,II,Ar II,,,live_nist
232.77869,232.778693,232.77869,,,,Ar II,Ar,II,Ar II,,,live_nist
232.9357,232.935422,232.9357,,,,Ar II,Ar,II,Ar II,,,live_nist
233.14503,233.145032,233.14503,,,,Ar II,Ar,II,Ar II,,,live_nist
233.231,233.232245,233.231,,,,Ar II,Ar,II,Ar II,,,live_nist
233.29032,233.290369,233.29032,,,,Ar II,Ar,II,Ar II,,,live_nist
233.3036,233.303595,233.3036,,,,Ar II,Ar,II,Ar II,,,live_nist
233.77777,233.777771,233.77777,,,,Ar II,Ar,II,Ar II,,,live_nist
233.906,233.90608,233.906,,,,Ar II,Ar,II,Ar II,,,live_nist
233.97968,233.979676,233.97968,,,,Ar II,Ar,II,Ar II,,,live_nist
234.42027,234.420273,234.42027,,,,Ar II,Ar,II,Ar II,,,live_nist
234.4745,234.4755,234.4745,,,,Ar II,Ar,II,Ar II,,,live_nist
234.5254,234.525363,234.5254,,,,Ar II,Ar,II,Ar II,,,live_nist
234.55,234.552538,234.55,,,,Ar II,Ar,II,Ar II,,,live_nist
234.586,234.58735,234.586,,,,Ar II,Ar,II,Ar II,,,live_nist
234.65751,234.657464,234.65751,,,,Ar II,Ar,II,Ar II,,,live_nist
234.891,234.8909,234.891,,,,Ar II,Ar,II,Ar II,,,live_nist
234.951,234.94872,234.951,,,,Ar II,Ar,II,Ar II,,,live_nist
235.04877,235.04877,235.04877,,,,Ar II,Ar,II,Ar II,,,live_nist
235.34241,235.34237,235.34241,,,,Ar II,Ar,II,Ar II,,,live_nist
235.41315,235.41315,235.41315,,,,Ar II,Ar,II,Ar II,,,live_nist
235.4793,235.47902,235.4793,,,,Ar II,Ar,II,Ar II,,,live_nist
235.75892,235.758929,235.75892,,,,Ar II,Ar,II,Ar II,,,live_nist
235.819,235.819868,235.819,,,,Ar II,Ar,II,Ar II,,,live_nist
235.8408,235.841065,235.8408,,,,Ar II,Ar,II,Ar II,,,live_nist
236.00586,236.005882,236.00586,,,,Ar II,Ar,II,Ar II,,,live_nist
236.182,236.181673,236.182,,,,Ar II,Ar,II,Ar II,,,live_nist
236.182,236.182905,236.182,,,,Ar II,Ar,II,Ar II,,,live_nist
236.2083,236.20828,236.2083,,,,Ar II,Ar,II,Ar II,,,live_nist
236.28625,236.286278,236.28625,,,,Ar II,Ar,II,Ar II,,,live_nist
236.41115,236.411145,236.41115,,,,Ar II,Ar,II,Ar II,,,live_nist
236.67776,236.677756,236.67776,,,,Ar II,Ar,II,Ar II,,,live_nist
236.7248,236.724185,236.7248,,,,Ar II,Ar,II,Ar II,,,live_nist
236.8612,236.860955,236.8612,,,,Ar II,Ar,II,Ar II,,,live_nist
236.91884,236.918838,236.91884,,,,Ar II,Ar,II,Ar II,,,live_nist
237.0631,237.063245,237.0631,,,,Ar II,Ar,II,Ar II,,,live_nist
237.16573,237.165734,237.16573,,,,Ar II,Ar,II,Ar II,,,live_nist
237.1739,237.173888,237.1739,,,,Ar II,Ar,II,Ar II,,,live_nist
237.643,237.642601,237.643,,,,Ar II,Ar,II,Ar II,,,live_nist
237.94214,237.942172,237.94214,,,,Ar II,Ar,II,Ar II,,,live_nist
237.9863,237.986181,237.9863,,,,Ar II,Ar,II,Ar II,,,live_nist
238.1139,238.113898,238.1139,,,,Ar II,Ar,II,Ar II,,,live_nist
238.1456,238.14552,238.1456,,,,Ar II,Ar,II,Ar II,,,live_nist
238.2565,238.259585,238.2565,,,,Ar II,Ar,II,Ar II,,,live_nist
238.2955,238.295506,238.2955,,,,Ar II,Ar,II,Ar II,,,live_nist
238.34826,238.348256,238.34826,,,,Ar II,Ar,II,Ar II,,,live_nist
238.3934,238.393716,238.3934,,,,Ar II,Ar,II,Ar II,,,live_nist
238.49673,238.496732,238.49673,,,,Ar II,Ar,II,Ar II,,,live_nist
238.5936,238.594277,238.5936,,,,Ar II,Ar,II,Ar II,,,live_nist
238.79317,238.79315,238.79317,,,,Ar II,Ar,II,Ar II,,,live_nist
238.8268,238.827259,238.8268,,,,Ar II,Ar,II,Ar II,,,live_nist
239.0878,239.087883,239.0878,,,,Ar II,Ar,II,Ar II,,,live_nist
239.2808,239.278526,239.2808,,,,Ar II,Ar,II,Ar II,,,live_nist
239.2808,239.282366,239.2808,,,,Ar II,Ar,II,Ar II,,,live_nist
239.6,239.599581,239.6,,,,Ar II,Ar,II,Ar II,,,live_nist
239.75467,239.75463,239.75467,,,,Ar II,Ar,II,Ar II,,,live_nist
239.83687,239.836874,239.83687,,,,Ar II,Ar,II,Ar II,,,live_nist
239.93685,239.936866,239.93685,,,,Ar II,Ar,II,Ar II,,,live_nist
240.085,240.087774,240.085,,,,Ar II,Ar,II,Ar II,,,live_nist
240.102,240.098004,240.102,,,,Ar II,Ar,II,Ar II,,,live_nist
240.29,240.287347,240.29,,,,Ar II,Ar,II,Ar II,,,live_nist
240.29,240.29118,240.29,,,,Ar II,Ar,II,Ar II,,,live_nist
240.32364,240.323655,240.32364,,,,Ar II,Ar,II,Ar II,,,live_nist
240.43523,240.435232,240.43523,,,,Ar II,Ar,II,Ar II,,,live_nist
240.44984,240.449837,240.44984,,,,Ar II,Ar,II,Ar II,,,live_nist
240.52283,240.522824,240.52283,,,,Ar II,Ar,II,Ar II,,,live_nist
240.5776,240.578014,240.5776,,,,Ar II,Ar,II,Ar II,,,live_nist
240.644,240.644532,240.644,,,,Ar II,Ar,II,Ar II,,,live_nist
240.66389,240.663941,240.66389,,,,Ar II,Ar,II,Ar II,,,live_nist
240.78673,240.786726,240.78673,,,,Ar II,Ar,II,Ar II,,,live_nist
240.82068,240.820694,240.82068,,,,Ar II,Ar,II,Ar II,,,live_nist
240.8943,240.892972,240.8943,,,,Ar II,Ar,II,Ar II,,,live_nist
240.9503,240.950762,240.9503,,,,Ar II,Ar,II,Ar II,,,live_nist
240.9702,240.970967,240.9702,,,,Ar II,Ar,II,Ar II,,,live_nist
241.09337,241.093373,241.09337,,,,Ar II,Ar,II,Ar II,,,live_nist
241.2124,241.212675,241.2124,,,,Ar II,Ar,II,Ar II,,,live_nist
241.2464,241.246403,241.2464,,,,Ar II,Ar,II,Ar II,,,live_nist
241.291,241.289997,241.291,,,,Ar II,Ar,II,Ar II,,,live_nist
241.3486,241.347721,241.3486,,,,Ar II,Ar,II,Ar II,,,live_nist
241.42216,241.42216,241.42216,,,,Ar II,Ar,II,Ar II,,,live_nist
241.72096,241.72097,241.72096,,,,Ar II,Ar,II,Ar II,,,live_nist
241.8704,241.869666,241.8704,,,,Ar II,Ar,II,Ar II,,,live_nist
241.91761,241.917588,241.91761,,,,Ar II,Ar,II,Ar II,,,live_nist
241.9413,241.94237,241.9413,,,,Ar II,Ar,II,Ar II,,,live_nist
242.04558,242.045573,242.04558,,,,Ar II,Ar,II,Ar II,,,live_nist
242.14977,242.149752,242.14977,,,,Ar II,Ar,II,Ar II,,,live_nist
242.1521,242.152084,242.1521,,,,Ar II,Ar,II,Ar II,,,live_nist
242.1822,242.181387,242.1822,,,,Ar II,Ar,II,Ar II,,,live_nist
242.2089,242.20939,242.2089,,,,Ar II,Ar,II,Ar II,,,live_nist
242.2695,242.269397,242.2695,,,,Ar II,Ar,II,Ar II,,,live_nist
242.46597,242.465966,242.46597,,,,Ar II,Ar,II,Ar II,,,live_nist
242.47184,242.471859,242.47184,,,,Ar II,Ar,II,Ar II,,,live_nist
242.8523,242.851177,242.8523,,,,Ar II,Ar,II,Ar II,,,live_nist
242.94508,242.945046,242.94508,,,,Ar II,Ar,II,Ar II,,,live_nist
243.00345,243.003436,243.00345,,,,Ar II,Ar,II,Ar II,,,live_nist
243.16309,243.163083,243.16309,,,,Ar II,Ar,II,Ar II,,,live_nist
243.1923,243.192588,243.1923,,,,Ar II,Ar,II,Ar II,,,live_nist
243.4364,243.435983,243.4364,,,,Ar II,Ar,II,Ar II,,,live_nist
243.72,243.718417,243.72,,,,Ar II,Ar,II,Ar II,,,live_nist
243.75086,243.750909,243.75086,,,,Ar II,Ar,II,Ar II,,,live_nist
244.00282,244.002825,244.00282,,,,Ar II,Ar,II,Ar II,,,live_nist
244.12892,244.128956,244.12892,,,,Ar II,Ar,II,Ar II,,,live_nist
244.2794,244.279265,244.2794,,,,Ar II,Ar,II,Ar II,,,live_nist
244.32179,244.321751,244.32179,,,,Ar II,Ar,II,Ar II,,,live_nist
244.349,244.35146,244.349,,,,Ar II,Ar,II,Ar II,,,live_nist
244.4828,244.4829,244.4828,,,,Ar II,Ar,II,Ar II,,,live_nist
244.4996,244.500828,244.4996,,,,Ar II,Ar,II,Ar II,,,live_nist
244.6355,244.635727,244.6355,,,,Ar II,Ar,II,Ar II,,,live_nist
244.7743,244.7744,244.7743,,,,Ar II,Ar,II,Ar II,,,live_nist
244.816,244.816778,244.816,,,,Ar II,Ar,II,Ar II,,,live_nist
244.9179,244.918181,244.9179,,,,Ar II,Ar,II,Ar II,,,live_nist
244.9407,244.938586,244.9407,,,,Ar II,Ar,II,Ar II,,,live_nist
245.0541,245.054181,245.0541,,,,Ar II,Ar,II,Ar II,,,live_nist
245.27441,245.274434,245.27441,,,,Ar II,Ar,II,Ar II,,,live_nist
245.42618,245.426182,245.42618,,,,Ar II,Ar,II,Ar II,,,live_nist
245.50667,245.50667,245.50667,,,,Ar II,Ar,II,Ar II,,,live_nist
245.51437,245.51441,245.51437,,,,Ar II,Ar,II,Ar II,,,live_nist
245.5235,245.523104,245.5235,,,,Ar II,Ar,II,Ar II,,,live_nist
245.5628,245.563133,245.5628,,,,Ar II,Ar,II,Ar II,,,live_nist
245.62654,245.626488,245.62654,,,,Ar II,Ar,II,Ar II,,,live_nist
245.661,245.658467,245.661,,,,Ar II,Ar,II,Ar II,,,live_nist
245.7525,245.752296,245.7525,,,,Ar II,Ar,II,Ar II,,,live_nist
245.7951,245.795055,245.7951,,,,Ar II,Ar,II,Ar II,,,live_nist
245.9601,245.959447,245.9601,,,,Ar II,Ar,II,Ar II,,,live_nist
245.99521,245.995209,245.99521,,,,Ar II,Ar,II,Ar II,,,live_nist
246.06409,246.064077,246.06409,,,,Ar II,Ar,II,Ar II,,,live_nist
246.1203,246.118087,246.1203,,,,Ar II,Ar,II,Ar II,,,live_nist
246.1203,246.12084,246.1203,,,,Ar II,Ar,II,Ar II,,,live_nist
246.2553,246.253725,246.2553,,,,Ar II,Ar,II,Ar II,,,live_nist
246.2998,246.299855,246.2998,,,,Ar II,Ar,II,Ar II,,,live_nist
246.612,246.610993,246.612,,,,Ar II,Ar,II,Ar II,,,live_nist
246.755,246.75603,246.755,,,,Ar II,Ar,II,Ar II,,,live_nist
246.9876,246.987739,246.9876,,,,Ar II,Ar,II,Ar II,,,live_nist
247.0358,247.035792,247.0358,,,,Ar II,Ar,II,Ar II,,,live_nist
247.174,247.173621,247.174,,,,Ar II,Ar,II,Ar II,,,live_nist
247.39968,247.399697,247.39968,,,,Ar II,Ar,II,Ar II,,,live_nist
247.42615,247.426158,247.42615,,,,Ar II,Ar,II,Ar II,,,live_nist
247.54595,247.54595,247.54595,,,,Ar II,Ar,II,Ar II,,,live_nist
247.671,247.673363,247.671,,,,Ar II,Ar,II,Ar II,,,live_nist
247.697,247.697019,247.697,,,,Ar II,Ar,II,Ar II,,,live_nist
247.90562,247.905616,247.90562,,,,Ar II,Ar,II,Ar II,,,live_nist
248.04633,248.046345,248.04633,,,,Ar II,Ar,II,Ar II,,,live_nist
248.08527,248.085278,248.08527,,,,Ar II,Ar,II,Ar II,,,live_nist
248.14745,248.147431,248.14745,,,,Ar II,Ar,II,Ar II,,,live_nist
248.21505,248.215015,248.21505,,,,Ar II,Ar,II,Ar II,,,live_nist
248.3225,248.322707,248.3225,,,,Ar II,Ar,II,Ar II,,,live_nist
248.6906,248.690645,248.6906,,,,Ar II,Ar,II,Ar II,,,live_nist
249.10343,249.103422,249.10343,,,,Ar II,Ar,II,Ar II,,,live_nist
249.20149,249.201502,249.20149,,,,Ar II,Ar,II,Ar II,,,live_nist
249.41164,249.411392,249.41164,,,,Ar II,Ar,II,Ar II,,,live_nist
249.41164,249.411571,249.41164,,,,Ar II,Ar,II,Ar II,,,live_nist
249.592,249.592415,249.592,,,,Ar II,Ar,II,Ar II,,,live_nist
249.72217,249.722228,249.72217,,,,Ar II,Ar,II,Ar II,,,live_nist
249.95264,249.952592,249.95264,,,,Ar II,Ar,II,Ar II,,,live_nist
250.0395,250.039504,250.0395,,,,Ar II,Ar,II,Ar II,,,live_nist
250.1836,250.183628,250.1836,,,,Ar II,Ar,II,Ar II,,,live_nist
250.39345,250.393477,250.39345,,,,Ar II,Ar,II,Ar II,,,live_nist
250.47397,250.474026,250.47397,,,,Ar II,Ar,II,Ar II,,,live_nist
250.73338,250.733355,250.73338,,,,Ar II,Ar,II,Ar II,,,live_nist
250.8548,250.854758,250.8548,,,,Ar II,Ar,II,Ar II,,,live_nist
251.06265,251.062596,251.06265,,,,Ar II,Ar,II,Ar II,,,live_nist
251.22572,251.225727,251.22572,,,,Ar II,Ar,II,Ar II,,,live_nist
251.52741,251.527464,251.52741,,,,Ar II,Ar,II,Ar II,,,live_nist
251.55932,251.559318,251.55932,,,,Ar II,Ar,II,Ar II,,,live_nist
251.67888,251.678876,251.67888,,,,Ar II,Ar,II,Ar II,,,live_nist
252.24986,252.249867,252.24986,,,,Ar II,Ar,II,Ar II,,,live_nist
252.54032,252.540343,252.54032,,,,Ar II,Ar,II,Ar II,,,live_nist
252.54852,252.548534,252.54852,,,,Ar II,Ar,II,Ar II,,,live_nist
