obs_wl_nm,ritz_wl_nm,wavelength_nm,aki_s-1,acc,transition_type,spectra_query,element,ion_stage,species,transition,rel_intensity,source
299.5871,299.581,299.5871,,,,O II,O,II,O II,,,live_nist
299.5871,299.5916,299.5871,,,,O II,O,II,O II,,,live_nist
,299.6937,299.6937,,,,O II,O,II,O II,,,live_nist
,299.7188,299.7188,,,,O II,O,II,O II,,,live_nist
300.1696,300.1693,300.1696,,,,O II,O,II,O II,,,live_nist
300.2977,300.2978,300.2977,,,,O II,O,II,O II,,,live_nist
300.5958,300.595,300.5958,,,,O II,O,II,O II,,,live_nist
300.5958,300.5979,300.5958,,,,O II,O,II,O II,,,live_nist
,300.6122,300.6122,,,,O II,O,II,O II,,,live_nist
300.6565,300.6544,300.6565,,,,O II,O,II,O II,,,live_nist
300.7035,300.701,300.7035,,,,O II,O,II,O II,,,live_nist
300.7035,300.7029,300.7035,,,,O II,O,II,O II,,,live_nist
,300.7112,300.7112,,,,O II,O,II,O II,,,live_nist
,300.7118,300.7118,,,,O II,O,II,O II,,,live_nist
300.7681,300.7678,300.7681,,,,O II,O,II,O II,,,live_nist
300.7681,300.7683,300.7681,,,,O II,O,II,O II,,,live_nist
300.8318,300.8307,300.8318,,,,O II,O,II,O II,,,live_nist
,300.8422,300.8422,,,,O II,O,II,O II,,,live_nist
300.957,300.9579,300.957,,,,O II,O,II,O II,,,live_nist
,300.9722,300.9722,,,,O II,O,II,O II,,,live_nist
,301.0138,301.0138,,,,O II,O,II,O II,,,live_nist
301.1534,301.1527,301.1534,,,,O II,O,II,O II,,,live_nist
301.1534,301.1533,301.1534,,,,O II,O,II,O II,,,live_nist
,301.2756,301.2756,,,,O II,O,II,O II,,,live_nist
301.2825,301.2806,301.2825,,,,O II,O,II,O II,,,live_nist
301.2825,301.2857,301.2825,,,,O II,O,II,O II,,,live_nist
301.3357,301.3361,301.3357,,,,O II,O,II,O II,,,live_nist
,301.3497,301.3497,,,,O II,O,II,O II,,,live_nist
301.4158,301.4145,301.4158,,,,O II,O,II,O II,,,live_nist
301.4469,301.4459,301.4469,,,,O II,O,II,O II,,,live_nist
,301.5928,301.5928,,,,O II,O,II,O II,,,live_nist
301.5974,301.5978,301.5974,,,,O II,O,II,O II,,,live_nist
302.0173,302.0163,302.0173,,,,O II,O,II,O II,,,live_nist
302.5218,302.5232,302.5218,,,,O II,O,II,O II,,,live_nist
302.5705,302.5704,302.5705,,,,O II,O,II,O II,,,live_nist
302.6383,302.638,302.6383,,,,O II,O,II,O II,,,live_nist
302.6383,302.6385,302.6383,,,,O II,O,II,O II,,,live_nist
302.7577,302.7559,302.7577,,,,O II,O,II,O II,,,live_nist
302.7577,302.7587,302.7577,,,,O II,O,II,O II,,,live_nist
302.7976,302.7971,302.7976,,,,O II,O,II,O II,,,live_nist
,302.8545,302.8545,,,,O II,O,II,O II,,,live_nist
302.8736,302.8735,302.8736,,,,O II,O,II,O II,,,live_nist
303.1929,303.1919,303.1929,,,,O II,O,II,O II,,,live_nist
303.1929,303.1948,303.1929,,,,O II,O,II,O II,,,live_nist
,303.2063,303.2063,,,,O II,O,II,O II,,,live_nist
303.2084,303.2077,303.2084,,,,O II,O,II,O II,,,live_nist
,303.2093,303.2093,,,,O II,O,II,O II,,,live_nist
303.2458,303.2448,303.2458,,,,O II,O,II,O II,,,live_nist
,303.2494,303.2494,,,,O II,O,II,O II,,,live_nist
303.6402,303.6407,303.6402,,,,O II,O,II,O II,,,live_nist
303.9461,303.945,303.9461,,,,O II,O,II,O II,,,live_nist
303.9461,303.9458,303.9461,,,,O II,O,II,O II,,,live_nist
,303.9596,303.9596,,,,O II,O,II,O II,,,live_nist
,304.0036,304.0036,,,,O II,O,II,O II,,,live_nist
304.3991,304.3969,304.3991,,,,O II,O,II,O II,,,live_nist
304.6693,304.6694,304.6693,,,,O II,O,II,O II,,,live_nist
304.7115,304.7119,304.7115,,,,O II,O,II,O II,,,live_nist
305.9293,305.9284,305.9293,,,,O II,O,II,O II,,,live_nist
308.1391,308.1389,308.1391,,,,O II,O,II,O II,,,live_nist
309.0376,309.0386,309.0376,,,,O II,O,II,O II,,,live_nist
309.1536,309.1533,309.1536,,,,O II,O,II,O II,,,live_nist
309.7477,309.7471,309.7477,,,,O II,O,II,O II,,,live_nist
310.2588,310.2599,310.2588,,,,O II,O,II,O II,,,live_nist
310.4049,310.4056,310.4049,,,,O II,O,II,O II,,,live_nist
310.7846,310.7846,310.7846,,,,O II,O,II,O II,,,live_nist
311.3611,311.3617,311.3611,3140000.0,C,,O II,O,II,O II,,3140000.0,live_nist
312.2521,312.2524,312.2521,28000000.0,C,,O II,O,II,O II,,28000000.0,live_nist
312.3921,312.391,312.3921,7760000.0,C,,O II,O,II,O II,,7760000.0,live_nist
312.9334,312.934,312.9334,49400000.0,C,,O II,O,II,O II,,49400000.0,live_nist
313.4218,313.4213,313.4218,76800000.0,C,,O II,O,II,O II,,76800000.0,live_nist
313.472,313.4726,313.472,123000000.0,C,,O II,O,II,O II,,123000000.0,live_nist
313.8335,313.8337,313.8335,96400000.0,C,,O II,O,II,O II,,96400000.0,live_nist
313.968,313.9678,313.968,76400000.0,C,,O II,O,II,O II,,76400000.0,live_nist
314.7827,314.7842,314.7827,,,,O II,O,II,O II,,,live_nist
315.5906,315.5914,315.5906,,,,O II,O,II,O II,,,live_nist
316.7571,316.7577,316.7571,,,,O II,O,II,O II,,,live_nist
316.8634,316.8628,316.8634,,,,O II,O,II,O II,,,live_nist
316.9865,316.9887,316.9865,,,,O II,O,II,O II,,,live_nist
316.9865,316.9893,316.9865,,,,O II,O,II,O II,,,live_nist
318.7369,318.7371,318.7369,,,,O II,O,II,O II,,,live_nist
319.2358,319.2365,319.2358,,,,O II,O,II,O II,,,live_nist
319.3061,319.3075,319.3061,,,,O II,O,II,O II,,,live_nist
319.7646,319.7659,319.7646,,,,O II,O,II,O II,,,live_nist
320.0688,320.0683,320.0688,,,,O II,O,II,O II,,,live_nist
321.5877,321.5866,321.5877,,,,O II,O,II,O II,,,live_nist
321.6618,321.662,321.6618,,,,O II,O,II,O II,,,live_nist
321.7915,321.7925,321.7915,,,,O II,O,II,O II,,,live_nist
327.0855,327.0856,327.0855,105000000.0,C,,O II,O,II,O II,,105000000.0,live_nist
,327.0905,327.0905,5000000.0,C,,O II,O,II,O II,,5000000.0,live_nist
327.3437,327.3434,327.3437,99900000.0,C,,O II,O,II,O II,,99900000.0,live_nist
327.5622,327.5612,327.5622,,,,O II,O,II,O II,,,live_nist
327.7566,327.7561,327.7566,20200000.0,B,,O II,O,II,O II,,20200000.0,live_nist
,328.19936,328.19936,1160000.0,C,,O II,O,II,O II,,1160000.0,live_nist
328.5016,328.5016,328.5016,,,,O II,O,II,O II,,,live_nist
328.7472,328.7471,328.7472,49200000.0,B,,O II,O,II,O II,,49200000.0,live_nist
328.9981,328.9982,328.9981,,,,O II,O,II,O II,,,live_nist
329.4992,329.4987,329.4992,10000000.0,B,,O II,O,II,O II,,10000000.0,live_nist
330.1407,330.1411,330.1407,10600000.0,B,,O II,O,II,O II,,10600000.0,live_nist
330.5005,330.5003,330.5005,28900000.0,B,,O II,O,II,O II,,28900000.0,live_nist
330.6449,330.6451,330.6449,55500000.0,B,,O II,O,II,O II,,55500000.0,live_nist
,335.131,335.131,,,,O II,O,II,O II,,,live_nist
336.0105,336.0083,336.0105,,,,O II,O,II,O II,,,live_nist
336.0279,336.0281,336.0279,,,,O II,O,II,O II,,,live_nist
,336.0616,336.0616,,,,O II,O,II,O II,,,live_nist
336.6706,336.6723,336.6706,,,,O II,O,II,O II,,,live_nist
337.0279,337.0293,337.0279,,,,O II,O,II,O II,,,live_nist
337.1683,337.1674,337.1683,,,,O II,O,II,O II,,,live_nist
337.4077,337.4066,337.4077,,,,O II,O,II,O II,,,live_nist
337.4899,337.4892,337.4899,,,,O II,O,II,O II,,,live_nist
337.5582,337.5577,337.5582,,,,O II,O,II,O II,,,live_nist
337.5606,337.5603,337.5606,,,,O II,O,II,O II,,,live_nist
337.6436,337.6435,337.6436,,,,O II,O,II,O II,,,live_nist
337.7146,337.7146,337.7146,133000000.0,C+,,O II,O,II,O II,,133000000.0,live_nist
339.0209,339.0209,339.0209,131000000.0,C+,,O II,O,II,O II,,131000000.0,live_nist
,340.7223,340.7223,10900000.0,C,,O II,O,II,O II,,10900000.0,live_nist
340.7273,340.7276,340.7273,102000000.0,C,,O II,O,II,O II,,102000000.0,live_nist
340.971,340.9706,340.971,97700000.0,C,,O II,O,II,O II,,97700000.0,live_nist
,340.976,340.976,7240000.0,C,,O II,O,II,O II,,7240000.0,live_nist
341.9841,341.9849,341.9841,,,,O II,O,II,O II,,,live_nist
342.0571,342.057,342.0571,,,,O II,O,II,O II,,,live_nist
342.8509,342.8509,342.8509,,,,O II,O,II,O II,,,live_nist
343.7144,343.7141,343.7144,,,,O II,O,II,O II,,,live_nist
,343.8556,343.8556,493000.0,D,,O II,O,II,O II,,493000.0,live_nist
,344.5023,344.5023,,,,O II,O,II,O II,,,live_nist
344.7861,344.7855,344.7861,,,,O II,O,II,O II,,,live_nist
345.3094,345.31,345.3094,,,,O II,O,II,O II,,,live_nist
345.4736,345.4731,345.4736,,,,O II,O,II,O II,,,live_nist
345.5085,345.50754,345.5085,,,,O II,O,II,O II,,,live_nist
345.792,345.7933,345.792,9690000.0,D,,O II,O,II,O II,,9690000.0,live_nist
345.8936,345.8923,345.8936,10200000.0,D,,O II,O,II,O II,,10200000.0,live_nist
345.9988,346.0019,345.9988,,,,O II,O,II,O II,,,live_nist
346.8421,346.8403,346.8421,,,,O II,O,II,O II,,,live_nist
,346.8811,346.8811,,,,O II,O,II,O II,,,live_nist
347.0281,347.0277,347.0281,109000000.0,B,,O II,O,II,O II,,109000000.0,live_nist
347.0676,347.0672,347.0676,86300000.0,B,,O II,O,II,O II,,86300000.0,live_nist
,347.07832,347.07832,343000.0,C,,O II,O,II,O II,,343000.0,live_nist
347.1402,347.1401,347.1402,,,,O II,O,II,O II,,,live_nist
347.4926,347.4926,347.4926,719000.0,C,,O II,O,II,O II,,719000.0,live_nist
347.8219,347.8205,347.8219,,,,O II,O,II,O II,,,live_nist
,348.025,348.025,,,,O II,O,II,O II,,,live_nist
,348.1156,348.1156,,,,O II,O,II,O II,,,live_nist
,348.5932,348.5932,,,,O II,O,II,O II,,,live_nist
348.8173,348.81604,348.8173,356000.0,C,,O II,O,II,O II,,356000.0,live_nist
348.8258,348.8273,348.8258,204000.0,D,,O II,O,II,O II,,204000.0,live_nist
,348.8332,348.8332,,,,O II,O,II,O II,,,live_nist
,349.0876,349.0876,22600.0,E,,O II,O,II,O II,,22600.0,live_nist
,349.404,349.404,,,,O II,O,II,O II,,,live_nist
,349.4277,349.4277,,,,O II,O,II,O II,,,live_nist
349.449,349.447,349.449,,,,O II,O,II,O II,,,live_nist
349.5235,349.5234,349.5235,,,,O II,O,II,O II,,,live_nist
349.6276,349.62783,349.6276,569000.0,C,,O II,O,II,O II,,569000.0,live_nist
349.7771,349.779,349.7771,,,,O II,O,II,O II,,,live_nist
350.1669,350.1668,350.1669,,,,O II,O,II,O II,,,live_nist
350.5839,350.5885,350.5839,,,,O II,O,II,O II,,,live_nist
,350.608,350.608,,,,O II,O,II,O II,,,live_nist
,350.6774,350.6774,,,,O II,O,II,O II,,,live_nist
350.7416,350.7421,350.7416,,,,O II,O,II,O II,,,live_nist
,350.8274,350.8274,,,,O II,O,II,O II,,,live_nist
351.1655,351.1651,351.1655,,,,O II,O,II,O II,,,live_nist
351.4823,351.4821,351.4823,222000.0,D,,O II,O,II,O II,,222000.0,live_nist
,351.5242,351.5242,125000.0,D,,O II,O,II,O II,,125000.0,live_nist
351.6027,351.6031,351.6027,,,,O II,O,II,O II,,,live_nist
351.6794,351.6805,351.6794,,,,O II,O,II,O II,,,live_nist
351.7307,351.7312,351.7307,,,,O II,O,II,O II,,,live_nist
,352.3096,352.3096,,,,O II,O,II,O II,,,live_nist
,352.5567,352.5567,,,,O II,O,II,O II,,,live_nist
,353.1378,353.1378,,,,O II,O,II,O II,,,live_nist
,353.2803,353.2803,,,,O II,O,II,O II,,,live_nist
353.3004,353.3,353.3004,,,,O II,O,II,O II,,,live_nist
,353.3781,353.3781,,,,O II,O,II,O II,,,live_nist
,353.6531,353.6531,20500.0,E,,O II,O,II,O II,,20500.0,live_nist
353.92,353.919,353.92,,,,O II,O,II,O II,,,live_nist
354.3499,354.3498,354.3499,,,,O II,O,II,O II,,,live_nist
,354.3697,354.3697,,,,O II,O,II,O II,,,live_nist
354.5044,354.5046,354.5044,,,,O II,O,II,O II,,,live_nist
354.6212,354.6214,354.6212,,,,O II,O,II,O II,,,live_nist
354.9091,354.9098,354.9091,,,,O II,O,II,O II,,,live_nist
,354.9368,354.9368,,,,O II,O,II,O II,,,live_nist
355.0857,355.0859,355.0857,101000.0,E,,O II,O,II,O II,,101000.0,live_nist
,356.2128,356.2128,3770.0,E,,O II,O,II,O II,,3770.0,live_nist
356.6568,356.6569,356.6568,,,,O II,O,II,O II,,,live_nist
,357.3763,357.3763,50300.0,D,,O II,O,II,O II,,50300.0,live_nist
357.4838,357.4845,357.4838,,,,O II,O,II,O II,,,live_nist
358.1487,358.1484,358.1487,,,,O II,O,II,O II,,,live_nist
,358.4661,358.4661,51700.0,D,,O II,O,II,O II,,51700.0,live_nist
,359.6444,359.6444,5490.0,E,,O II,O,II,O II,,5490.0,live_nist
360.5124,360.5127,360.5124,,,,O II,O,II,O II,,,live_nist
360.553,360.5525,360.553,,,,O II,O,II,O II,,,live_nist
,362.741,362.741,6310000.0,D,,O II,O,II,O II,,6310000.0,live_nist
,362.7737,362.7737,5250000.0,D,,O II,O,II,O II,,5250000.0,live_nist
,363.9477,363.9477,1040000.0,D,,O II,O,II,O II,,1040000.0,live_nist
,363.9676,363.9676,90200.0,E,,O II,O,II,O II,,90200.0,live_nist
364.656,364.6558,364.656,1260000.0,D,,O II,O,II,O II,,1260000.0,live_nist
366.2502,366.2504,366.2502,1200000.0,D,,O II,O,II,O II,,1200000.0,live_nist
366.7903,366.7907,366.7903,,,,O II,O,II,O II,,,live_nist
366.9472,366.9472,366.9472,132000.0,E,,O II,O,II,O II,,132000.0,live_nist
,367.8975,367.8975,11400.0,E,,O II,O,II,O II,,11400.0,live_nist
,368.2174,368.2174,228000.0,D,,O II,O,II,O II,,228000.0,live_nist
368.3326,368.3322,368.3326,,,,O II,O,II,O II,,,live_nist
,368.6393,368.6393,239000.0,D,,O II,O,II,O II,,239000.0,live_nist
371.2741,371.27435,371.2741,27500000.0,B,,O II,O,II,O II,,27500000.0,live_nist
,371.396,371.396,156000.0,E,,O II,O,II,O II,,156000.0,live_nist
,371.562,371.562,2110000.0,D,,O II,O,II,O II,,2110000.0,live_nist
,372.6032,372.6032,1.86e-05,C,E2,O II,O,II,O II,E2,1.86e-05,live_nist
372.604,372.6032,372.604,0.000159,C,M1,O II,O,II,O II,M1,0.000159,live_nist
372.732,372.73195,372.732,56400000.0,B,,O II,O,II,O II,,56400000.0,live_nist
,372.8359,372.8359,72200.0,C,,O II,O,II,O II,,72200.0,live_nist
372.88,372.8815,372.88,2.86e-05,C,E2,O II,O,II,O II,E2,2.86e-05,live_nist
,372.8815,372.8815,1.98e-06,C,M1,O II,O,II,O II,M1,1.98e-06,live_nist
372.9225,372.9221,372.9225,24400000.0,C,,O II,O,II,O II,,24400000.0,live_nist
,373.5722,373.5722,4860000.0,D,,O II,O,II,O II,,4860000.0,live_nist
373.5784,373.5786,373.5784,29200000.0,C,,O II,O,II,O II,,29200000.0,live_nist
,373.6095,373.6095,89900.0,C,,O II,O,II,O II,,89900.0,live_nist
,373.8337,373.8337,167000.0,D,,O II,O,II,O II,,167000.0,live_nist
,373.846,373.846,2150000.0,D,,O II,O,II,O II,,2150000.0,live_nist
373.9762,373.9761,373.9762,29700000.0,B,,O II,O,II,O II,,29700000.0,live_nist
,373.999,373.999,806000.0,D,,O II,O,II,O II,,806000.0,live_nist
,374.014,374.014,230000.0,E,,O II,O,II,O II,,230000.0,live_nist
374.1639,374.164,374.1639,4500000.0,D,,O II,O,II,O II,,4500000.0,live_nist
,374.4286,374.4286,67600.0,C,,O II,O,II,O II,,67600.0,live_nist
374.888,374.8865,374.888,,,,O II,O,II,O II,,,live_nist
374.9486,374.94841,374.9486,89700000.0,B,,O II,O,II,O II,,89700000.0,live_nist
,375.2089,375.2089,46400.0,C,,O II,O,II,O II,,46400.0,live_nist
,375.906,375.906,851000.0,D,,O II,O,II,O II,,851000.0,live_nist
376.14,376.1403,376.14,4370000.0,D,,O II,O,II,O II,,4370000.0,live_nist
376.2465,376.2465,376.2465,31000000.0,B,,O II,O,II,O II,,31000000.0,live_nist
,376.4748,376.4748,218000.0,D,,O II,O,II,O II,,218000.0,live_nist
,376.483,376.483,56400.0,E,,O II,O,II,O II,,56400.0,live_nist
,376.5031,376.5031,38800.0,C,,O II,O,II,O II,,38800.0,live_nist
,377.4,377.4,4900000.0,D,,O II,O,II,O II,,4900000.0,live_nist
377.7421,377.742,377.7421,22500000.0,B,,O II,O,II,O II,,22500000.0,live_nist
,378.498,378.498,5830000.0,D,,O II,O,II,O II,,5830000.0,live_nist
,378.67,378.67,970000.0,D,,O II,O,II,O II,,970000.0,live_nist
379.4361,379.4359,379.4361,6860000.0,C,,O II,O,II,O II,,6860000.0,live_nist
380.2032,380.2025,380.2032,,,,O II,O,II,O II,,,live_nist
380.2985,380.2984,380.2985,34100000.0,C,,O II,O,II,O II,,34100000.0,live_nist
381.3706,381.37301,381.3706,37400.0,C,,O II,O,II,O II,,37400.0,live_nist
382.1538,382.1532,382.1538,26900000.0,C,,O II,O,II,O II,,26900000.0,live_nist
383.029,383.0281,383.029,13300000.0,C,,O II,O,II,O II,,13300000.0,live_nist
383.3074,383.30706,383.3074,1020000.0,C,,O II,O,II,O II,,1020000.0,live_nist
383.5855,383.58605,383.5855,24500.0,C,,O II,O,II,O II,,24500.0,live_nist
,383.66972,383.66972,16400.0,C,,O II,O,II,O II,,16400.0,live_nist
384.2815,384.28138,384.2815,8130000.0,C,,O II,O,II,O II,,8130000.0,live_nist
384.3587,384.35832,384.3587,3550000.0,C,,O II,O,II,O II,,3550000.0,live_nist
384.7892,384.7893,384.7892,18700000.0,B+,,O II,O,II,O II,,18700000.0,live_nist
385.0797,385.07987,385.0797,3400000.0,C,,O II,O,II,O II,,3400000.0,live_nist
385.1032,385.10332,385.1032,15200000.0,B+,,O II,O,II,O II,,15200000.0,live_nist
385.1471,385.14735,385.1471,2720000.0,C,,O II,O,II,O II,,2720000.0,live_nist
385.2383,385.2395,385.2383,2980000.0,D,,O II,O,II,O II,,2980000.0,live_nist
,385.557,385.557,212000.0,D,,O II,O,II,O II,,212000.0,live_nist
385.6134,385.61342,385.6134,24500000.0,C+,,O II,O,II,O II,,24500000.0,live_nist
385.7166,385.71642,385.7166,6590000.0,C,,O II,O,II,O II,,6590000.0,live_nist
,386.053,386.053,317000.0,D,,O II,O,II,O II,,317000.0,live_nist
386.3502,386.34969,386.3502,5990000.0,B+,,O II,O,II,O II,,5990000.0,live_nist
,386.3718,386.3718,2850000.0,D,,O II,O,II,O II,,2850000.0,live_nist
386.4125,386.41272,386.4125,9120000.0,C,,O II,O,II,O II,,9120000.0,live_nist
386.4426,386.44309,386.4426,20600000.0,B+,,O II,O,II,O II,,20600000.0,live_nist
386.4667,386.46671,386.4667,19100000.0,C+,,O II,O,II,O II,,19100000.0,live_nist
387.2439,387.24382,387.2439,484000.0,C,,O II,O,II,O II,,484000.0,live_nist
387.4092,387.40918,387.4092,3260000.0,C,,O II,O,II,O II,,3260000.0,live_nist
387.5796,387.57997,387.5796,3380000.0,C,,O II,O,II,O II,,3380000.0,live_nist
388.2192,388.21937,388.2192,51000000.0,B+,,O II,O,II,O II,,51000000.0,live_nist
388.2446,388.24457,388.2446,8940000.0,C,,O II,O,II,O II,,8940000.0,live_nist
388.313,388.31368,388.313,10700000.0,B+,,O II,O,II,O II,,10700000.0,live_nist
389.3516,389.3518,389.3516,1890000.0,C,,O II,O,II,O II,,1890000.0,live_nist
389.6304,389.63032,389.6304,162000.0,C,,O II,O,II,O II,,162000.0,live_nist
390.7455,390.74549,390.7455,8640000.0,C,,O II,O,II,O II,,8640000.0,live_nist
391.1957,391.1958,391.1957,109000000.0,B+,,O II,O,II,O II,,109000000.0,live_nist
391.2107,391.2117,391.2107,14100000.0,B,,O II,O,II,O II,,14100000.0,live_nist
391.7537,391.7535,391.7537,764000.0,D,,O II,O,II,O II,,764000.0,live_nist
391.9285,391.9272,391.9285,122000000.0,B+,,O II,O,II,O II,,122000000.0,live_nist
392.6584,392.65806,392.6584,505000.0,C,,O II,O,II,O II,,505000.0,live_nist
,394.2873,394.2873,50000.0,E,,O II,O,II,O II,,50000.0,live_nist
394.50375,394.50376,394.50375,20100000.0,B,,O II,O,II,O II,,20100000.0,live_nist
,394.6199,394.6199,698000.0,D,,O II,O,II,O II,,698000.0,live_nist
,394.9345,394.9345,9800000.0,D,,O II,O,II,O II,,9800000.0,live_nist
395.43619,395.43617,395.43619,85700000.0,B,,O II,O,II,O II,,85700000.0,live_nist
,396.2963,396.2963,8730000.0,D,,O II,O,II,O II,,8730000.0,live_nist
,396.6323,396.6323,967000.0,D,,O II,O,II,O II,,967000.0,live_nist
,396.737,396.737,1000000.0,C,,O II,O,II,O II,,1000000.0,live_nist
397.2065,397.2073,397.2065,,,,O II,O,II,O II,,,live_nist
397.32562,397.3256,397.32562,102000000.0,B,,O II,O,II,O II,,102000000.0,live_nist
397.4821,397.4824,397.4821,,,,O II,O,II,O II,,,live_nist
398.2714,398.27141,398.2714,41600000.0,B,,O II,O,II,O II,,41600000.0,live_nist
398.5418,398.541,398.5418,668000.0,C,,O II,O,II,O II,,668000.0,live_nist
399.2757,399.2757,399.2757,127000.0,C,,O II,O,II,O II,,127000.0,live_nist
400.7462,400.7473,400.7462,,,,O II,O,II,O II,,,live_nist
402.3858,402.3868,402.3858,,,,O II,O,II,O II,,,live_nist
402.6312,402.63037,402.6312,,,,O II,O,II,O II,,,live_nist
403.2248,403.22409,403.2248,,,,O II,O,II,O II,,,live_nist
403.2483,403.24816,403.2483,,,,O II,O,II,O II,,,live_nist
403.3155,403.31554,403.3155,,,,O II,O,II,O II,,,live_nist
403.5068,403.50731,403.5068,,,,O II,O,II,O II,,,live_nist
403.5461,403.54891,403.5461,,,,O II,O,II,O II,,,live_nist
404.1289,404.12779,404.1289,,,,O II,O,II,O II,,,live_nist
404.1951,404.19547,404.1951,,,,O II,O,II,O II,,,live_nist
404.4942,404.49476,404.4942,,,,O II,O,II,O II,,,live_nist
404.6113,404.61183,404.6113,,,,O II,O,II,O II,,,live_nist
404.7799,404.77977,404.7799,,,,O II,O,II,O II,,,live_nist
404.8214,404.82163,404.8214,,,,O II,O,II,O II,,,live_nist
405.4081,405.40418,405.4081,,,,O II,O,II,O II,,,live_nist
405.4081,405.4094,405.4081,,,,O II,O,II,O II,,,live_nist
405.4528,405.4521,405.4528,,,,O II,O,II,O II,,,live_nist
406.0599,406.06,406.0599,,,,O II,O,II,O II,,,live_nist
406.1028,406.1029,406.1028,,,,O II,O,II,O II,,,live_nist
,406.17562,406.17562,,,,O II,O,II,O II,,,live_nist
406.2936,406.29367,406.2936,,,,O II,O,II,O II,,,live_nist
406.5044,406.50522,406.5044,,,,O II,O,II,O II,,,live_nist
406.9623,406.9623,406.9623,142000000.0,B+,,O II,O,II,O II,,142000000.0,live_nist
406.9886,406.98819,406.9886,148000000.0,B+,,O II,O,II,O II,,148000000.0,live_nist
407.1233,407.12389,407.1233,,,,O II,O,II,O II,,,live_nist
407.2157,407.21525,407.2157,179000000.0,B+,,O II,O,II,O II,,179000000.0,live_nist
407.5862,407.58617,407.5862,198000000.0,B+,,O II,O,II,O II,,198000000.0,live_nist
407.7715,407.77174,407.7715,,,,O II,O,II,O II,,,live_nist
407.8842,407.88424,407.8842,52100000.0,B+,,O II,O,II,O II,,52100000.0,live_nist
408.3895,408.3899,408.3895,,,,O II,O,II,O II,,,live_nist
408.4652,408.46474,408.4652,7280000.0,C,,O II,O,II,O II,,7280000.0,live_nist
408.51125,408.51124,408.51125,43100000.0,B+,,O II,O,II,O II,,43100000.0,live_nist
,408.65881,408.65881,,,,O II,O,II,O II,,,live_nist
408.7152,408.71528,408.7152,,,,O II,O,II,O II,,,live_nist
408.8268,408.82672,408.8268,,,,O II,O,II,O II,,,live_nist
408.9288,408.92878,408.9288,,,,O II,O,II,O II,,,live_nist
409.29289,409.29287,409.29289,24500000.0,B+,,O II,O,II,O II,,24500000.0,live_nist
409.414,409.41401,409.414,3850000.0,C+,,O II,O,II,O II,,3850000.0,live_nist
409.5644,409.56437,409.5644,,,,O II,O,II,O II,,,live_nist
409.6188,409.61896,409.6188,,,,O II,O,II,O II,,,live_nist
409.6525,409.6526,409.6525,17300000.0,C,,O II,O,II,O II,,17300000.0,live_nist
409.6929,409.6934,409.6929,,,,O II,O,II,O II,,,live_nist
409.7258,409.72249,409.7258,37900000.0,C+,,O II,O,II,O II,,37900000.0,live_nist
409.7258,409.72568,409.7258,,,,O II,O,II,O II,,,live_nist
409.8243,409.82435,409.8243,,,,O II,O,II,O II,,,live_nist
410.3001,410.29994,410.3001,53200000.0,C+,,O II,O,II,O II,,53200000.0,live_nist
410.47231,410.47235,410.47231,32900000.0,C+,,O II,O,II,O II,,32900000.0,live_nist
410.4993,410.49899,410.4993,95500000.0,C+,,O II,O,II,O II,,95500000.0,live_nist
410.6019,410.60214,410.6019,1510000.0,B+,,O II,O,II,O II,,1510000.0,live_nist
410.7091,410.7092,410.7091,,,,O II,O,II,O II,,,live_nist
410.7333,410.73294,410.7333,,,,O II,O,II,O II,,,live_nist
410.8753,410.87538,410.8753,,,,O II,O,II,O II,,,live_nist
410.9287,410.93032,410.9287,,,,O II,O,II,O II,,,live_nist
410.9839,410.9841,410.9839,1210000.0,D,,O II,O,II,O II,,1210000.0,live_nist
411.0198,411.0192,411.0198,25400000.0,D,,O II,O,II,O II,,25400000.0,live_nist
411.07858,411.07863,411.07858,80500000.0,C+,,O II,O,II,O II,,80500000.0,live_nist
411.2022,411.20186,411.2022,18100000.0,C,,O II,O,II,O II,,18100000.0,live_nist
411.3835,411.3834,411.3835,24100000.0,D,,O II,O,II,O II,,24100000.0,live_nist
,411.4178,411.4178,,,,O II,O,II,O II,,,live_nist
411.4502,411.45039,411.4502,,,,O II,O,II,O II,,,live_nist
411.9215,411.92165,411.9215,139000000.0,C+,,O II,O,II,O II,,139000000.0,live_nist
,412.02756,412.02756,,,,O II,O,II,O II,,,live_nist
412.028,412.02783,412.028,22500000.0,C+,,O II,O,II,O II,,22500000.0,live_nist
412.0544,412.05468,412.0544,29500000.0,C,,O II,O,II,O II,,29500000.0,live_nist
412.14619,412.14626,412.14619,56000000.0,C,,O II,O,II,O II,,56000000.0,live_nist
,412.6098,412.6098,,,,O II,O,II,O II,,,live_nist
412.9321,412.93198,412.9321,16500000.0,B,,O II,O,II,O II,,16500000.0,live_nist
413.28004,413.28004,413.28004,84000000.0,B,,O II,O,II,O II,,84000000.0,live_nist
414.0703,414.0701,414.0703,3760000.0,B,,O II,O,II,O II,,3760000.0,live_nist
414.1933,414.1933,414.1933,,,,O II,O,II,O II,,,live_nist
414.2065,414.207,414.2065,,,,O II,O,II,O II,,,live_nist
414.2268,414.2273,414.2268,,,,O II,O,II,O II,,,live_nist
414.3324,414.332,414.3324,,,,O II,O,II,O II,,,live_nist
414.3516,414.3523,414.3516,,,,O II,O,II,O II,,,live_nist
414.3736,414.3739,414.3736,,,,O II,O,II,O II,,,live_nist
