,explained_variance,explained_variance_ratio
PC1,4819.704479226932,0.9558240312627794
PC2,206.52587880433646,0.040957365516840136
PC3,13.395970154509335,0.002656633876816603
PC4,2.7560929602386426,0.0005465770557394855
PC5,0.07618032618439381,1.510776994529758e-05
