,explained_variance,explained_variance_ratio
PC1,5195.109765280857,0.9601422158768484
PC2,178.7643809782587,0.033038614510013026
PC3,28.80918344343963,0.00532441362718567
PC4,8.02830814303814,0.0014837641394439454
PC5,0.057284488044296,1.0587120921639994e-05
