Name,5H..9A.4
Date,1/1/1980
Time,00:48am
Irradiance total,7.74E-03
Irradiance UVA,3.96E-03
Irradiance UVB,9.98E-04
Irradiance UVC,2.50E-03
Irradiance @253.7nm,6.34E-05
Irradiance @365nm,1.11E-04
Irradiance WL range,7.74E-03
Spectral Centroid,308.3
,
wavelength [nm],Irradiance[W/(m²*nm)]
,
200,2.15276E-05
201,2.3634E-05
202,5.18535E-05
203,2.1497E-05
204,2.82655E-05
205,3.36968E-05
206,0.000393441
207,0.000523603
208,0.000236277
209,0.000109449
210,6.15207E-05
211,1.87746E-05
212,1.61287E-05
213,5.275E-06
214,5.53384E-06
215,7.16667E-06
216,5.99195E-06
217,4.63777E-06
218,4.15881E-06
219,4.74699E-06
220,4.30112E-06
221,8.90881E-07
222,1.52231E-06
223,1.08464E-05
224,5.41886E-06
225,2.51134E-06
226,6.93512E-05
227,0.000131204
228,0.000207343
229,0.000109011
230,5.26766E-05
231,2.77355E-05
232,5.08096E-06
233,5.84252E-06
234,8.86637E-07
235,1.65795E-06
236,2.57914E-07
237,3.92553E-06
238,7.01748E-06
239,1.99119E-05
240,1.69169E-05
241,3.59586E-06
242,1.34187E-06
243,6.56776E-06
244,6.31141E-06
245,1.5835E-06
246,7.45349E-07
247,3.6333E-06
248,6.21825E-06
249,1.03036E-05
250,6.93152E-06
251,4.9988E-06
252,1.11131E-05
253,1.46322E-05
254,7.32636E-06
255,3.66977E-06
256,2.2053E-06
257,7.0989E-07
258,3.70798E-07
259,1.09031E-06
260,2.25214E-06
261,1.11014E-06
262,8.33346E-06
263,1.5358E-05
264,4.54549E-05
265,3.99818E-05
266,7.88771E-06
267,3.76775E-06
268,2.34905E-06
269,1.04666E-06
270,1.84558E-07
271,3.73165E-06
272,7.04742E-06
273,4.43435E-06
274,2.79182E-07
275,3.47423E-07
276,4.03651E-07
277,1.02067E-06
278,4.84834E-07
279,1.31576E-06
280,2.07119E-06
281,1.02546E-05
282,9.30851E-06
283,3.53923E-07
284,4.96296E-06
285,2.12016E-05
286,2.19565E-05
287,5.79002E-06
288,2.89242E-06
289,1.44492E-06
290,7.21816E-07
291,3.16467E-06
292,5.55202E-06
293,1.18532E-05
294,7.7507E-06
295,4.97709E-07
296,9.13099E-07
297,3.72298E-06
298,2.03564E-06
299,1.79198E-07
300,2.38479E-06
301,5.45767E-06
302,5.81618E-06
303,1.74191E-06
304,5.62867E-06
305,9.30952E-06
306,3.56532E-05
