Name,5H..9A.4
307,5.27045E-05
308,5.66455E-05
309,6.88345E-05
310,9.00744E-05
311,0.000100718
312,0.000103074
313,0.000112608
314,0.0001211
315,0.000109451
316,8.73295E-05
317,7.45685E-05
318,6.28773E-05
319,3.85457E-05
320,1.32969E-05
321,1.68214E-06
322,1.67202E-07
323,2.00911E-06
324,3.06078E-06
325,1.50719E-06
326,1.05506E-06
327,6.05246E-07
328,4.67275E-06
329,9.06996E-06
330,5.07218E-06
331,3.81027E-06
332,4.09014E-05
333,0.000117107
334,0.000197154
335,0.000247561
336,0.00024309
337,0.000192607
338,0.000131335
339,7.97129E-05
340,4.75541E-05
341,2.92427E-05
342,1.3166E-05
343,3.88258E-07
344,9.47334E-07
345,1.51696E-06
346,1.63109E-05
347,2.71356E-05
348,2.56944E-05
349,2.24731E-05
350,2.64086E-05
351,3.65488E-05
352,5.37892E-05
353,8.43509E-05
354,0.00012323
355,0.000149501
356,0.000150624
357,0.000127025
358,8.82939E-05
359,5.14132E-05
360,2.55952E-05
361,1.33956E-05
362,1.03308E-05
363,8.18047E-06
364,4.20974E-06
365,2.07736E-06
366,6.25283E-06
367,1.02555E-05
368,1.64115E-05
369,7.4849E-06
370,7.25591E-06
371,7.02585E-06
372,1.88851E-05
373,2.61674E-05
374,2.7798E-05
375,2.71616E-05
376,3.29256E-05
377,4.59329E-05
378,5.57779E-05
379,5.66983E-05
380,4.87289E-05
381,3.5645E-05
382,2.31684E-05
383,1.47632E-05
384,1.16977E-05
385,1.24471E-05
386,1.54371E-05
387,2.99441E-05
388,6.55186E-05
389,0.000102239
390,0.000115181
391,0.000107071
392,8.57035E-05
393,5.57884E-05
394,2.3494E-05
395,1.95059E-06
396,3.75819E-06
397,5.59046E-06
398,1.39409E-05
399,1.85E-05
400,1.71068E-05
401,1.1864E-05
402,6.44169E-06
403,5.6642E-06
404,9.73308E-06
405,1.422E-05
406,1.55608E-05
407,1.1582E-05
408,6.48126E-06
409,7.28883E-06
410,9.82765E-06
411,5.96115E-06
412,2.96333E-07
413,5.29422E-07
414,3.09961E-06
415,2.45623E-06
416,1.23419E-06
417,1.08023E-06
418,9.24735E-07
419,7.62385E-06
420,9.81106E-06
421,3.97029E-06
422,2.68756E-06
423,1.39787E-06
424,8.50487E-06
425,1.69131E-05
426,2.17613E-05
427,2.17187E-05
428,1.91313E-05
429,1.69726E-05
430,1.80259E-05
431,1.81294E-05
432,1.01727E-05
433,8.15043E-07
434,1.50442E-06
435,6.3081E-06
436,4.61796E-06
437,1.07959E-07
438,1.11986E-07
439,1.15977E-07
440,2.9124E-07
441,3.50142E-08
442,7.75183E-09
443,7.25014E-08
444,7.31652E-08
445,6.03866E-08
446,6.52387E-08
447,5.0417E-08
448,3.51231E-08
449,1.09696E-07
450,1.46278E-07
451,7.24984E-08
452,5.8241E-07
453,1.08354E-06
454,2.69261E-06
455,2.33329E-06
456,4.40223E-07
457,2.17858E-07
458,2.0938E-06
459,3.9321E-06
460,7.49178E-06
461,6.18376E-06
462,1.87137E-06
463,1.39427E-06
464,9.2554E-07
465,1.01871E-05
466,1.48017E-05
467,8.90768E-06
468,1.99651E-06
469,3.63507E-08
470,8.06337E-08
471,4.53085E-08
472,1.03189E-07
473,1.65488E-07
474,8.22361E-08
475,7.65177E-07
476,1.44075E-06
477,3.62829E-06
478,2.8905E-06
479,4.30353E-07
480,2.14032E-07
481,1.96122E-07
482,1.78243E-07
483,5.19797E-08
484,1.2653E-08
485,4.76386E-08
486,5.59602E-08
487,4.57166E-08
488,4.22198E-08
489,4.93143E-08
490,5.7606E-08
491,3.71824E-08
492,1.09756E-08
493,9.98225E-08
494,1.83016E-07
495,9.21652E-08
496,6.60123E-07
497,1.23525E-06
498,3.67702E-06
499,3.26767E-06
500,6.6851E-07
