Name,5H..5A.2
Date,1/1/1980
Time,01:03am
Irradiance total,6.63E-03
Irradiance UVA,3.06E-03
Irradiance UVB,6.84E-04
Irradiance UVC,2.62E-03
Irradiance @253.7nm,1.18E-04
Irradiance @365nm,1.24E-04
Irradiance WL range,6.63E-03
Spectral Centroid,302.6
,
wavelength [nm],Irradiance[W/(m²*nm)]
,
200,3.45691E-05
201,2.72415E-05
202,1.49089E-05
203,1.95349E-05
204,4.17358E-05
205,1.12752E-05
206,3.17857E-05
207,4.87586E-05
208,0.000355706
209,0.000439162
210,0.000180325
211,8.02582E-05
212,4.52794E-05
213,1.6601E-05
214,1.25635E-05
215,4.28477E-06
216,4.66212E-06
217,5.42618E-06
218,4.57564E-06
219,4.0119E-06
220,3.7318E-06
221,2.96471E-06
222,2.77276E-06
223,3.90451E-06
224,2.93442E-06
225,2.29156E-06
226,1.79104E-06
227,1.69991E-05
228,8.19387E-06
229,1.71489E-05
230,2.55029E-05
231,0.000265141
232,0.000341633
233,0.00013725
234,7.11327E-05
235,1.03437E-05
236,4.71204E-05
237,1.81428E-05
238,8.3595E-06
239,5.16983E-06
240,2.41289E-06
241,1.29499E-06
242,9.6973E-07
243,1.12773E-06
244,5.18895E-07
245,4.25135E-06
246,7.55198E-06
247,1.19476E-05
248,2.24919E-06
249,1.2815E-05
250,2.23776E-05
251,3.94079E-05
252,2.22565E-05
253,1.11482E-05
254,6.19774E-06
255,1.22946E-06
256,1.63314E-06
257,2.20498E-07
258,1.47201E-07
259,7.32886E-07
260,9.3511E-07
261,4.6094E-07
262,1.93007E-06
263,3.35876E-06
264,9.12297E-06
265,8.07734E-06
266,1.90186E-06
267,1.00173E-06
268,1.7855E-07
269,7.06663E-07
270,4.36384E-07
271,2.47341E-07
272,3.38589E-07
273,5.59606E-07
274,3.12454E-07
275,4.45106E-07
276,6.9805E-06
277,2.00076E-05
278,2.29507E-05
279,9.73725E-06
280,4.64746E-06
281,2.64291E-06
282,7.52511E-07
283,6.3834E-07
284,4.14671E-08
285,7.48784E-08
286,3.488E-07
287,3.82246E-07
288,1.90952E-07
289,1.19492E-06
290,2.19709E-06
291,4.3068E-06
292,1.36564E-06
293,4.83041E-06
294,8.2182E-06
295,2.23728E-05
296,3.20408E-05
297,3.16453E-05
298,1.97869E-05
299,6.22045E-06
300,3.4201E-06
301,7.38638E-07
302,6.74656E-06
303,1.48058E-05
304,2.1377E-05
305,2.22228E-05
306,2.04158E-05
307,2.85668E-05
308,4.19355E-05
309,3.58208E-05
310,2.10092E-05
311,3.9266E-05
312,7.76867E-05
313,8.61397E-05
314,6.71989E-05
315,5.23796E-05
316,4.59599E-05
317,4.01622E-05
318,3.44106E-05
319,2.98761E-05
320,2.18407E-05
321,7.80454E-06
322,1.12159E-07
323,7.2811E-06
324,1.34727E-05
325,7.55747E-06
326,1.29821E-06
327,2.15423E-06
328,2.60883E-06
329,2.3599E-06
330,2.11225E-06
331,1.74949E-05
332,5.28155E-05
333,0.000100909
334,0.000141436
335,0.000164043
336,0.000168481
337,0.00015181
338,0.000113875
339,6.74477E-05
340,3.05074E-05
341,8.83146E-06
342,1.20684E-06
343,9.20158E-07
344,5.05962E-07
345,1.1111E-07
346,8.52804E-07
347,4.26006E-07
348,1.57578E-06
349,2.72342E-06
350,1.90162E-05
351,2.3117E-05
352,1.40643E-05
353,3.25097E-05
354,8.2097E-05
355,0.000110917
356,0.000103509
357,8.95977E-05
358,7.50172E-05
359,4.46268E-05
360,1.06596E-05
361,2.05964E-06
362,1.36541E-05
363,2.27766E-05
364,2.14088E-05
365,1.0078E-05
366,2.59141E-07
367,2.8306E-06
368,1.00744E-05
369,1.32949E-05
370,1.64166E-05
371,2.25722E-05
372,2.60813E-05
373,2.27091E-05
374,1.40977E-05
375,6.20912E-06
376,1.07626E-05
377,2.76021E-05
378,4.07004E-05
379,4.21331E-05
380,3.37565E-05
381,2.20523E-05
382,1.58022E-05
383,1.44225E-05
384,1.12908E-05
385,7.80468E-06
386,1.04421E-05
387,2.91262E-05
388,7.05255E-05
389,0.000111675
390,0.000125198
391,0.000114265
392,8.91393E-05
393,6.22103E-05
394,4.18612E-05
395,2.38005E-05
396,7.03173E-06
397,3.22752E-06
398,1.40724E-05
399,1.79267E-05
400,6.75559E-06
401,3.39588E-06
402,3.10565E-06
403,2.81228E-06
404,7.38258E-06
405,7.91825E-06
406,4.79107E-06
407,1.41586E-06
408,1.45038E-06
409,1.48529E-06
410,4.44E-06
411,6.10052E-06
412,4.59655E-06
413,2.34676E-06
414,7.40463E-08
415,1.06384E-05
416,1.74695E-05
417,9.144E-06
418,4.59483E-06
419,2.47691E-06
420,3.37638E-07
421,1.74326E-07
422,1.50127E-06
423,4.78835E-06
424,4.01075E-06
425,1.0024E-06
426,7.77465E-06
427,2.34515E-05
428,3.37596E-05
429,3.20141E-05
430,1.89327E-05
431,2.9996E-06
432,1.49886E-06
433,3.05281E-06
