Name,5H..10A.1
296,2.37E-07
297,1.86148E-07
298,9.55112E-09
299,2.24895E-07
300,8.06805E-07
301,3.91451E-07
302,1.29681E-06
303,2.15153E-06
304,1.31435E-05
305,1.88082E-05
306,1.93267E-05
307,3.30402E-05
308,5.64287E-05
309,5.98631E-05
310,4.61636E-05
311,4.79233E-05
312,6.59345E-05
313,7.69002E-05
314,7.58779E-05
315,6.85256E-05
316,5.27225E-05
317,2.56533E-05
318,1.5492E-06
319,7.83439E-07
320,5.21138E-08
321,1.13855E-06
322,4.67154E-08
323,1.0265E-07
324,1.57168E-07
325,3.3608E-07
326,1.67607E-07
327,5.11435E-07
328,8.53503E-07
329,2.45818E-06
330,1.22596E-06
331,1.59464E-05
332,3.02228E-05
333,9.57256E-05
334,0.000141466
335,0.00015347
336,0.000148544
337,0.00013114
338,0.000100789
339,6.29538E-05
340,2.65275E-05
341,1.73035E-06
342,8.73111E-07
343,9.81704E-07
344,1.09233E-06
345,6.37266E-08
346,1.70986E-07
347,8.54139E-08
348,6.08947E-07
349,1.13151E-06
350,9.1479E-06
351,1.8806E-05
352,2.95269E-05
353,4.79952E-05
354,7.32333E-05
355,9.28929E-05
356,0.000100353
357,9.72016E-05
358,8.06832E-05
359,4.55951E-05
360,7.46689E-06
361,3.68196E-06
362,2.7875E-06
363,1.91704E-06
364,3.48095E-07
365,1.71773E-07
366,1.49212E-06
367,2.75782E-06
368,3.21735E-06
369,2.44736E-06
370,1.70737E-06
371,1.39746E-05
372,2.05992E-05
373,1.37439E-05
374,8.419E-06
375,1.35663E-05
376,2.3447E-05
377,3.33883E-05
378,4.1705E-05
379,4.65166E-05
380,4.55145E-05
381,3.72242E-05
382,2.06717E-05
383,3.45137E-06
384,1.69847E-06
385,2.14183E-06
386,2.58821E-06
387,1.73684E-05
388,5.92482E-05
389,0.000103597
390,0.0001185
391,0.000106397
392,7.80831E-05
393,4.66872E-05
394,2.273E-05
395,8.00472E-06
396,1.58022E-06
397,7.95506E-07
398,4.81807E-07
399,1.63765E-07
400,5.76921E-07
401,1.83467E-06
402,3.36173E-06
403,2.9322E-06
404,1.85171E-06
405,4.63615E-06
406,9.35516E-06
407,9.39061E-06
408,5.25699E-06
409,1.76937E-06
410,1.81178E-07
411,1.14445E-07
412,4.70376E-08
413,1.05885E-07
414,6.19159E-08
415,8.97362E-08
416,5.14879E-08
417,1.0466E-07
418,1.58364E-07
419,9.52447E-07
420,1.23211E-06
421,5.36893E-07
422,2.7429E-07
423,1.02652E-08
424,7.94951E-08
425,2.2116E-06
426,1.1583E-05
427,2.48019E-05
428,3.00483E-05
429,2.44175E-05
430,1.28184E-05
431,1.86398E-06
432,9.31405E-07
433,7.42617E-07
434,5.54065E-07
435,1.07103E-07
436,8.48914E-08
437,6.28793E-08
438,9.62104E-08
439,6.20039E-08
440,5.55549E-08
441,6.41261E-08
442,6.46757E-08
443,6.19492E-08
444,6.14576E-08
445,6.1652E-08
446,6.11387E-08
447,6.05014E-08
448,6.00307E-08
449,5.95905E-08
450,5.91168E-08
451,5.85905E-08
452,5.80836E-08
453,5.75856E-08
454,5.70935E-08
455,5.66093E-08
456,5.6024E-08
457,5.54525E-08
458,5.48894E-08
459,5.43312E-08
460,5.37976E-08
461,5.33401E-08
462,5.28329E-08
463,5.22692E-08
464,5.19571E-08
465,5.18365E-08
466,5.07831E-08
467,4.92994E-08
468,5.18355E-08
469,5.49757E-08
470,4.22587E-08
471,3.14849E-08
472,8.23801E-08
473,1.09849E-07
474,5.45872E-08
475,3.97127E-07
476,7.3598E-07
477,1.81541E-06
478,1.45076E-06
479,2.36242E-07
480,1.26417E-07
481,1.78327E-08
482,1.11612E-07
483,4.92855E-08
484,2.99421E-08
485,4.70937E-08
486,5.09421E-08
487,4.6423E-08
488,4.5912E-08
489,4.72763E-08
490,4.7491E-08
491,4.74993E-08
492,4.78325E-08
493,4.82546E-08
494,4.85937E-08
495,4.8921E-08
496,4.923E-08
497,4.9549E-08
498,4.98637E-08
499,5.01689E-08
500,5.04911E-08
