dataset,param_set,channel,candidate_rank,peak_rank,peak_wavelength_nm_0p1,peak_intensity_refined,delta_nm,trace_species,target_wavelength_nm,source_url,status
air,1H.9A,bulk,3.0,10.0,270.1,2.718590585679953e-05,0.4881000000000313,He I,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=He+I&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
air,1H.9A,bulk,,9.0,296.6,3.3149731576002154e-05,0.3999999999999772,O I,297.0,configs/target_species_lines.csv,target_match
air,1H.9A,bulk,1.0,9.0,296.6,3.3149731576002154e-05,0.0097999999999842,O II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
air,1H.9A,bulk,,4.0,314.1,0.0001650867338906,0.8999999999999773,N2,315.0,configs/target_species_lines.csv,target_match
air,1H.9A,bulk,2.0,4.0,314.1,0.0001650867338906,0.132000000000005,O II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
air,1H.9A,bulk,1.0,2.0,335.4,0.0003372813407968,0.0555098000000384,He I,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=He+I&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
air,1H.9A,bulk,,2.0,335.4,0.0003372813407968,0.6000000000000227,N2,336.0,configs/target_species_lines.csv,target_match
air,1H.9A,bulk,2.0,2.0,335.4,0.0003372813407968,0.2690000000000054,O II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
air,1H.9A,bulk,,3.0,356.0,0.000222142317097,0.0,N2,356.0,configs/target_species_lines.csv,target_match
air,1H.9A,bulk,3.0,3.0,356.0,0.000222142317097,0.2128000000000156,O II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
air,1H.9A,bulk,,8.0,373.6,4.027186133675721e-05,0.3999999999999772,N2,374.0,configs/target_species_lines.csv,target_match
air,1H.9A,bulk,,8.0,373.6,4.027186133675721e-05,1.6000000000000227,O II,372.0,configs/target_species_lines.csv,target_match
air,1H.9A,bulk,1.0,8.0,373.6,4.027186133675721e-05,0.0095000000000027,O II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
air,1H.9A,bulk,,5.0,379.0,7.969840686814547e-05,0.0,N2,379.0,configs/target_species_lines.csv,target_match
air,1H.9A,bulk,2.0,5.0,379.0,7.969840686814547e-05,0.3299999999999841,O II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
air,1H.9A,bulk,2.0,6.0,390.3,6.715211254321032e-05,0.2815500000000384,N I,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=N+I&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
air,1H.9A,bulk,,6.0,390.3,6.715211254321032e-05,0.3000000000000113,N2+,390.0,configs/target_species_lines.csv,target_match
diameter,1mm,0.5 cm below,,9.0,260.0,5.230096153846154e-07,,Unassigned,,,sub300_unassigned
diameter,1mm,0.5 cm below,1.0,10.0,309.8,2.6737777777777777e-07,0.0523000000000024,O II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,0.5 cm below,,10.0,309.8,2.6737777777777777e-07,1.8000000000000114,OH,308.0,configs/target_species_lines.csv,target_match
diameter,1mm,0.5 cm below,,5.0,314.2,3.6700172413793104e-06,0.8000000000000114,N2,315.0,configs/target_species_lines.csv,target_match
diameter,1mm,0.5 cm below,3.0,5.0,314.2,3.6700172413793104e-06,0.2319999999999709,O II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,0.5 cm below,1.0,1.0,335.3,3.0052445652173912e-05,0.1555098000000043,He I,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=He+I&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,0.5 cm below,,1.0,335.3,3.0052445652173912e-05,0.6999999999999886,N2,336.0,configs/target_species_lines.csv,target_match
diameter,1mm,0.5 cm below,2.0,1.0,335.3,3.0052445652173912e-05,0.1690000000000395,O II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,0.5 cm below,3.0,3.0,356.4,1.1798864873035066e-05,0.089576299999976,He I,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=He+I&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,0.5 cm below,,3.0,356.4,1.1798864873035066e-05,0.3999999999999772,N2,356.0,configs/target_species_lines.csv,target_match
diameter,1mm,0.5 cm below,,4.0,380.1,6.927420411985018e-06,1.1000000000000227,N2,379.0,configs/target_species_lines.csv,target_match
diameter,1mm,0.5 cm below,1.0,4.0,380.1,6.927420411985018e-06,0.1031999999999584,O II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,0.5 cm below,1.0,2.0,391.3,1.1285816326530612e-05,0.0892000000000052,N II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=N+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,0.5 cm below,,2.0,391.3,1.1285816326530612e-05,1.3000000000000114,N2+,390.0,configs/target_species_lines.csv,target_match
diameter,1mm,0.5 cm below,2.0,2.0,391.3,1.1285816326530612e-05,0.089300000000037,O II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,0.5 cm below,2.0,7.0,404.4,1.6987577800829875e-06,0.0469999999999686,N II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=N+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,0.5 cm below,,7.0,404.4,1.6987577800829875e-06,0.6000000000000227,N2,405.0,configs/target_species_lines.csv,target_match
diameter,1mm,0.5 cm below,3.0,7.0,404.4,1.6987577800829875e-06,0.0942000000000007,O II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,Base,1.0,6.0,308.0,1.4201285612535611e-06,0.1390999999999849,O II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,Base,,6.0,308.0,1.4201285612535611e-06,0.0,OH,308.0,configs/target_species_lines.csv,target_match
diameter,1mm,Base,,4.0,313.3,5.186962025316455e-05,1.6999999999999886,N2,315.0,configs/target_species_lines.csv,target_match
diameter,1mm,Base,1.0,4.0,313.3,5.186962025316455e-05,0.1218000000000074,O II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,Base,,8.0,329.1,1.0515384615384617e-06,1.1000000000000227,N2+,328.0,configs/target_species_lines.csv,target_match
diameter,1mm,Base,2.0,8.0,329.1,1.0515384615384617e-06,0.1019000000000005,O II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,Base,,1.0,335.9,0.0001745104166666,0.1000000000000227,N2,336.0,configs/target_species_lines.csv,target_match
diameter,1mm,Base,1.0,1.0,335.9,0.0001745104166666,0.1105000000000018,O II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,Base,1.0,7.0,350.1,1.2268936170212765e-06,0.0668999999999755,O II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,Base,,2.0,355.8,7.009521704180064e-05,0.1999999999999886,N2,356.0,configs/target_species_lines.csv,target_match
diameter,1mm,Base,,5.0,379.1,6.589423913043478e-06,0.1000000000000227,N2,379.0,configs/target_species_lines.csv,target_match
diameter,1mm,Base,3.0,5.0,379.1,6.589423913043478e-06,0.3360999999999876,O II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,Base,1.0,9.0,383.8,9.645976890756303e-07,0.0100125000000161,He I,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=He+I&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,Base,3.0,9.0,383.8,9.645976890756303e-07,0.0369999999999777,N II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=N+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,Base,,3.0,390.4,5.435586419753087e-05,0.3999999999999772,N2+,390.0,configs/target_species_lines.csv,target_match
diameter,1mm,Base,3.0,3.0,390.4,5.435586419753087e-05,0.3455000000000154,O II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,Middle,,4.0,314.4,0.0002352022727272,0.6000000000000227,N2,315.0,configs/target_species_lines.csv,target_match
diameter,1mm,Middle,,9.0,329.1,4.603801210428305e-06,1.1000000000000227,N2+,328.0,configs/target_species_lines.csv,target_match
diameter,1mm,Middle,2.0,9.0,329.1,4.603801210428305e-06,0.1019000000000005,O II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,Middle,1.0,1.0,335.5,0.0004199349999999,0.0444901999999842,He I,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=He+I&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,Middle,,1.0,335.5,0.0004199349999999,0.5,N2,336.0,configs/target_species_lines.csv,target_match
diameter,1mm,Middle,2.0,1.0,335.5,0.0004199349999999,0.3690000000000282,O II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,Middle,,3.0,355.9,0.0002523985849056,0.1000000000000227,N2,356.0,configs/target_species_lines.csv,target_match
diameter,1mm,Middle,,5.0,378.9,7.893580508474575e-05,0.1000000000000227,N2,379.0,configs/target_species_lines.csv,target_match
diameter,1mm,Middle,1.0,5.0,378.9,7.893580508474575e-05,0.2299999999999613,O II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,Middle,,2.0,390.4,0.0002760548245614,0.3999999999999772,N2+,390.0,configs/target_species_lines.csv,target_match
diameter,1mm,Middle,3.0,2.0,390.4,0.0002760548245614,0.3455000000000154,O II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,Middle,,7.0,400.0,1.1201027918781726e-05,1.0,N2,401.0,configs/target_species_lines.csv,target_match
diameter,1mm,Middle,3.0,7.0,400.0,1.1201027918781726e-05,0.2046700000000214,O I,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+I&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,Middle,,8.0,406.3,9.884550264550263e-06,1.3000000000000114,N2,405.0,configs/target_species_lines.csv,target_match
diameter,1mm,Middle,1.0,8.0,406.3,9.884550264550263e-06,0.006399999999985,O II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,Middle,2.0,10.0,423.1,1.0918397540983605e-06,0.2259999999999991,O I,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+I&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,Middle,1.0,6.0,428.5,7.22257299270073e-05,0.060699999999997,O II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,Tip,,7.0,260.0,5.230096153846154e-07,,Unassigned,,,sub300_unassigned
diameter,1mm,Tip,1.0,9.0,305.8,2.47752688172043e-07,0.1293000000000006,O II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,Tip,2.0,6.0,309.9,1.2551865097856478e-06,0.1522999999999683,O II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,Tip,,6.0,309.9,1.2551865097856478e-06,1.8999999999999773,OH,308.0,configs/target_species_lines.csv,target_match
diameter,1mm,Tip,,4.0,314.2,3.174437984496124e-05,0.8000000000000114,N2,315.0,configs/target_species_lines.csv,target_match
diameter,1mm,Tip,3.0,4.0,314.2,3.174437984496124e-05,0.2319999999999709,O II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,Tip,,1.0,335.8,0.0001046208547557,0.1999999999999886,N2,336.0,configs/target_species_lines.csv,target_match
diameter,1mm,Tip,1.0,1.0,335.8,0.0001046208547557,0.2104999999999677,O II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,Tip,1.0,3.0,356.3,3.594792654028436e-05,0.0020999999999844,He I,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=He+I&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,Tip,,3.0,356.3,3.594792654028436e-05,0.3000000000000113,N2,356.0,configs/target_species_lines.csv,target_match
diameter,1mm,Tip,,8.0,375.0,3.250608789625361e-07,1.0,N2,374.0,configs/target_species_lines.csv,target_match
diameter,1mm,Tip,,5.0,379.4,1.0574895980253878e-05,0.3999999999999772,N2,379.0,configs/target_species_lines.csv,target_match
diameter,1mm,Tip,2.0,5.0,379.4,1.0574895980253878e-05,0.0361000000000331,O II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,Tip,,2.0,390.6,3.5949122807017543e-05,0.6000000000000227,N2+,390.0,configs/target_species_lines.csv,target_match
diameter,1mm,Tip,2.0,2.0,390.6,3.5949122807017543e-05,0.14549999999997,O II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,Tip,3.0,10.0,397.6,2.028386142061281e-07,0.1309999999999718,N II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=N+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
diameter,1mm,Tip,1.0,10.0,397.6,2.028386142061281e-07,0.1179000000000201,O II,,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=O+II&limits_type=0&low_w=200.000&upp_w=500.000&unit=1&de=0&format=2&line_out=0&en_unit=0&output=0&page_size=15&show_obs_wl=1&show_calc_wl=1&unc_out=1&show_av=2&allowed_out=1&forbid_out=1&remove_js=on&submit=Retrieve+Data,nist_reactive_candidate
