,explained_variance,explained_variance_ratio
PC1,4696.994264198082,0.9726423224730666
PC2,100.20572455421737,0.02075036143825278
PC3,30.986747567911987,0.006416661470095748
PC4,0.9150048853940458,0.00018947702014190384
PC5,0.004573296117484695,9.470272065207237e-07
